time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),speed_kmh,fuel_value
2025-07-02 05:42:46.000,2025-07-02 05:44:05,2051564301713408256,,26.368782680091613,2104205.0
2025-07-02 06:53:40.000,2025-07-02 06:54:43,2051582077966483712,,0.0,2111228.0
2025-07-02 14:49:06.000,2025-07-02 14:49:27,2051701546441670912,,31.0,2111633.0
2025-07-02 14:54:07.000,2025-07-02 14:54:31,2051702822541951232,,128.0,2113039.0
2025-07-02 15:21:19.000,2025-07-02 15:21:53,2051709707504353536,,19.321920894886627,2117906.0
2025-07-02 15:25:20.000,2025-07-02 15:25:55,2051710723813654784,,103.0,2118290.0
2025-07-02 15:30:21.000,2025-07-02 15:31:03,2051712014702870784,,37.784513572076776,2119117.0
2025-07-03 05:24:22.000,2025-07-03 05:25:26,2051921997058900224,,0.0,2119712.0
2025-07-03 06:18:29.000,2025-07-03 06:19:08,2051935508388643072,,29.0,2119748.0
2025-07-03 06:33:43.000,2025-07-03 06:34:18,2051939326635622656,,17.2662003741041,2120016.0
2025-07-03 06:52:02.000,2025-07-03 06:52:27,2051943893977170176,,7.809885978504447,2120405.0
2025-07-03 06:54:03.000,2025-07-03 06:54:28,2051944403291095296,,106.0,2120679.0
2025-07-03 07:05:05.000,2025-07-03 07:05:37,2051947205451251968,,119.0,2122093.0
2025-07-03 07:16:09.000,2025-07-03 07:16:57,2051950060140380416,,128.0,2125212.0
2025-07-03 14:51:00.000,2025-07-03 14:51:43,2052064503650205952,,41.0,2128751.0
2025-07-03 15:08:05.000,2025-07-03 15:08:55,2052068835632185600,,125.0,2132541.0
2025-07-03 15:14:07.000,2025-07-03 15:15:00,2052070365945102592,,5.0,2133274.0
2025-07-03 15:19:08.000,2025-07-03 15:20:04,2052071638668968192,,14.0,2133366.0
2025-07-03 15:21:09.000,2025-07-03 15:22:05,2052072147702219008,,13.728879477982805,2133415.0
2025-07-03 15:37:15.000,2025-07-03 15:38:17,2052076222900338944,,28.0,2134198.0
2025-07-03 15:41:17.000,2025-07-03 15:42:20,2052077242044989696,,60.640051362146345,2134454.0
