time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-01 05:13:21.000,2025-07-01 05:14:25,2051194448175677735,,,82.0,1941660.0
2025-07-03 13:56:51.000,2025-07-03 13:57:30,2052050859537449255,,,59.0,1945400.0
2025-07-04 06:33:58.000,2025-07-04 06:34:19,2052301716493500711,,,31.55438399377728,1946560.0
2025-07-07 04:24:08.000,2025-07-07 04:26:21,2053356676710433063,,,0.0,1947110.0
2025-07-08 04:36:05.000,2025-07-08 04:37:14,2053721804068897063,,,69.0,1948070.0
2025-07-08 04:39:06.000,2025-07-08 04:40:17,2053722574160118055,,,16.349460141863236,1948250.0
2025-07-08 14:53:20.000,2025-07-08 14:54:29,2053877140167868711,,,94.0,1949500.0
2025-07-09 04:33:51.000,2025-07-09 04:34:46,2054083573157331239,,,51.0,1950630.0
2025-07-09 13:42:35.000,2025-07-09 13:43:01,2054221541608325415,,,72.0,1951610.0
2025-07-09 14:28:48.000,2025-07-09 14:30:03,2054233377925513511,,,78.48777988357091,1952750.0
2025-07-09 14:32:50.000,2025-07-09 14:33:57,2054234362211221799,,,0.0,1953120.0
2025-07-10 04:36:10.000,2025-07-10 04:37:19,2054446602243883303,,,38.721625809478546,1953410.0
2025-07-10 14:23:48.000,2025-07-10 14:24:10,2054594287752282407,,,77.0,1953730.0
2025-07-10 14:29:50.000,2025-07-10 14:30:14,2054595811790242087,,,60.99999999999999,1953930.0
2025-07-10 15:25:10.000,2025-07-10 15:26:00,2054609847588258087,,,91.0,1954570.0
2025-07-10 15:50:26.000,2025-07-10 15:51:00,2054616137202729255,,,0.0,1955110.0
2025-07-11 04:32:43.000,2025-07-11 04:33:45,2054808092704538919,,,64.0,1955630.0
2025-07-11 04:37:45.000,2025-07-11 04:38:52,2054809377596031271,,,23.11111385481551,1955770.0
2025-07-11 04:38:45.000,2025-07-11 04:39:51,2054809628075639079,,,44.0,1955820.0
2025-07-11 12:22:27.000,2025-07-11 12:23:05,2054926202141163815,,,60.99999999999999,1956450.0
2025-07-15 04:14:28.000,2025-07-15 04:15:28,2056253042935742759,,,2.0,1956880.0
2025-07-15 04:22:33.000,2025-07-15 04:23:08,2056254969320964391,,,56.0,1957430.0
2025-07-15 04:31:38.000,2025-07-15 04:32:18,2056257279468077351,,,64.0,1957650.0
2025-07-15 06:20:40.000,2025-07-15 06:21:07,2056284660967932199,,,29.0,1958290.0
2025-07-15 06:21:21.000,2025-07-15 06:21:49,2056284837950374183,,,0.0,1958320.0
2025-07-15 14:16:56.001,2025-07-15 14:17:39,2056404587380326695,,,18.771876755542113,1958930.0
2025-07-15 14:21:58.000,2025-07-15 14:22:44,2056405864952381735,,,55.0,1959140.0
2025-07-15 14:53:15.001,2025-07-15 14:54:12,2056413783894671655,,,78.0,1959600.0
2025-07-15 15:04:19.000,2025-07-15 15:05:20,2056416587216584999,,,80.0,1960290.0
2025-07-16 04:29:00.000,2025-07-16 04:29:26,2056618943720046887,,,24.0,1960860.0
2025-07-16 04:34:01.000,2025-07-16 04:34:30,2056620219782283559,,,22.09806959817763,1961080.0
2025-07-16 04:39:03.000,2025-07-16 04:39:34,2056621494360146215,,,76.69133942847266,1961520.0
2025-07-16 06:36:04.000,2025-07-16 06:36:45,2056650983060291879,,,52.0,1962780.0
