time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-01 05:13:35.000,2025-07-01 05:14:31,2051194474071097580,,31.0,1221470.0
2025-07-01 05:23:37.000,2025-07-01 05:24:42,2051197032978219244,,66.0,1222240.0
2025-07-01 15:08:11.000,2025-07-01 15:09:24,2051344178385797356,,91.0,1224240.0
2025-07-01 15:13:12.000,2025-07-01 15:14:24,2051345438862229740,,51.0,1224690.0
2025-07-02 05:28:23.000,2025-07-02 05:29:00,2051560506460242156,,47.0,1225210.0
2025-07-02 05:33:24.000,2025-07-02 05:34:04,2051561780735492332,,120.0,1225730.0
2025-07-02 05:36:10.000,2025-07-02 05:36:36,2051562419343458540,,0.0,1225900.0
2025-07-02 09:58:25.000,2025-07-02 09:59:12,2051628500875591916,,104.0,1226390.0
2025-07-02 10:03:26.000,2025-07-02 10:04:16,2051629778779373804,,0.0,1226850.0
2025-07-02 10:53:07.000,2025-07-02 10:53:36,2051642194514804972,,37.67524554439554,1227330.0
2025-07-02 12:59:43.000,2025-07-02 13:00:55,2051674234928824556,,0.0,1228100.0
2025-07-02 15:04:58.000,2025-07-02 15:05:20,2051705545756410092,,42.29598671498331,1228740.0
2025-07-03 04:40:22.000,2025-07-03 04:40:47,2051910756714316012,,106.0,1229440.0
2025-07-03 06:48:17.000,2025-07-03 06:49:13,2051943081502064876,,41.0,1230730.0
2025-07-03 07:00:21.000,2025-07-03 07:01:26,2051946152298840300,,7.0,1230870.0
2025-07-03 07:05:22.000,2025-07-03 07:06:29,2051947424154403052,,41.0,1231010.0
2025-07-03 07:10:23.000,2025-07-03 07:11:33,2051948701244735724,,76.0,1231290.0
2025-07-03 07:13:25.000,2025-07-03 07:14:38,2051949477408850156,,25.496490459110916,1231430.0
2025-07-03 07:16:26.000,2025-07-03 07:17:39,2051950233654411500,,44.19058319494775,1231640.0
2025-07-03 07:27:29.000,2025-07-03 07:28:46,2051953033859825900,,39.0,1232730.0
2025-07-03 07:37:32.000,2025-07-03 07:38:12,2051955405411713260,,44.0,1232890.0
2025-07-03 07:58:08.000,2025-07-03 07:59:04,2051960659792412908,,20.0,1232960.0
2025-07-03 08:04:11.000,2025-07-03 08:05:08,2051962183398572268,,20.484977189527555,1233310.0
2025-07-03 09:54:07.000,2025-07-03 09:55:02,2051989843176669420,,31.13583188774408,1233370.0
2025-07-03 09:58:08.000,2025-07-03 09:58:32,2051990722546729196,,29.0,1233630.0
2025-07-03 10:03:09.000,2025-07-03 10:03:35,2051991992891785452,,88.0,1233960.0
2025-07-03 10:50:27.000,2025-07-03 10:51:42,2052004103516618988,,19.62750097230025,1234600.0
2025-07-03 10:56:28.000,2025-07-03 10:57:48,2052005636496949484,,99.0,1235220.0
2025-07-04 05:27:15.000,2025-07-04 05:28:10,2052285069879492844,,36.0,1236910.0
2025-07-04 05:32:16.000,2025-07-04 05:32:38,2052286194292883692,,10.0,1237280.0
2025-07-04 10:20:20.000,2025-07-04 10:21:25,2052358868519911660,,0.0,1237290.0
2025-07-04 10:34:13.000,2025-07-04 10:34:57,2052362274068349164,,84.0,1237880.0
2025-07-04 10:39:13.000,2025-07-04 10:40:00,2052363547089944812,,58.0,1238110.0
2025-07-07 05:14:11.000,2025-07-07 05:15:29,2053369044572045548,,26.14469062332163,1239560.0
2025-07-07 05:24:14.000,2025-07-07 05:24:37,2053371341478068460,,18.0,1239840.0
2025-07-07 08:09:25.000,2025-07-07 08:10:37,2053413117890674924,,39.28092995116892,1240220.0
2025-07-07 08:25:30.000,2025-07-07 08:26:17,2053417059937091820,,88.0,1241240.0
2025-07-07 08:30:31.000,2025-07-07 08:30:53,2053418218336583916,,44.0,1241470.0
2025-07-07 15:06:40.000,2025-07-07 15:07:25,2053518006633464044,,35.0,1242160.0
2025-07-07 15:11:41.000,2025-07-07 15:12:32,2053519293227860204,,6.0,1242380.0
2025-07-07 15:31:46.000,2025-07-07 15:32:31,2053524322072527084,,9.0,1242910.0
2025-07-07 15:36:47.000,2025-07-07 15:37:30,2053525579587780844,,89.0,1243220.0
2025-07-08 05:13:37.000,2025-07-08 05:14:34,2053731197859102956,,77.0,1243700.0
2025-07-08 05:18:38.000,2025-07-08 05:19:38,2053732474860650732,,34.0,1243980.0
2025-07-08 05:35:54.000,2025-07-08 05:36:58,2053736836722852076,,0.0,1244300.0
2025-07-08 05:56:32.000,2025-07-08 09:55:49,2053801977489391852,,0.5389321365294746,1244363.0
