time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-15 05:12:55.000,2025-07-15 05:14:01,2056267776825229548,,,0.0,2.0
2025-07-21 05:08:21.000,2025-07-21 05:09:26,2058440948420968684,,,0.0,2.0
2025-07-21 15:37:13.000,2025-07-21 15:38:03,2058599146576101612,,,23.46669794489681,1597460.0
2025-07-21 15:49:17.000,2025-07-21 15:50:15,2058602215387562220,,,36.56034126195312,1598090.0
2025-07-21 15:50:17.000,2025-07-21 15:51:16,2058602471533822188,,,16.027212060227058,1598100.0
2025-07-22 04:49:12.000,2025-07-22 04:50:10,2058798489659293932,,,21.529505454141383,1598380.0
2025-07-22 04:54:13.000,2025-07-22 04:55:16,2058799773888250092,,,17.0,1598580.0
2025-07-24 08:34:40.000,2025-07-24 08:35:41,2059580017632887020,,,0.0,1598580.0
2025-07-29 11:28:14.000,2025-07-29 11:29:19,2061435655275167980,,,12.0,1598760.0
2025-07-29 11:39:20.000,2025-07-29 11:40:29,2061438464205521132,,,2.931716742701575,1599530.0
2025-07-29 11:53:27.000,2025-07-29 11:54:42,2061442040662950124,,,29.280127417632283,1600120.0
2025-07-29 11:56:27.000,2025-07-29 11:57:43,2061442802742477036,,,106.12888688598468,1600330.0
2025-07-29 12:02:29.000,2025-07-29 12:03:51,2061444345520718060,,,81.0,1601150.0
2025-07-29 12:13:32.000,2025-07-29 12:14:01,2061446902029041900,,,54.0,1601900.0
2025-07-29 14:15:22.000,2025-07-29 14:16:41,2061477773280542956,,,44.0,1602540.0
2025-07-29 14:26:25.000,2025-07-29 14:26:51,2061480333945389292,,,89.0,1603010.0
2025-07-29 14:35:28.000,2025-07-29 14:36:00,2061482634021814508,,,86.6495459512183,1603490.0
2025-07-29 14:37:28.000,2025-07-29 14:38:01,2061483142484721900,,,11.0,1603640.0
2025-07-29 15:03:35.000,2025-07-29 15:04:10,2061489724568207596,,,45.52772753369098,1604850.0
2025-07-29 15:05:37.000,2025-07-29 15:06:10,2061490225284448492,,,67.0,1604950.0
