time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-01 18:27:28.000,2025-07-01 18:28:21,2051394247944372460,,20.0,365620.0
2025-07-01 20:32:34.000,2025-07-01 20:33:39,2051425780860207340,,19.0,366190.0
2025-07-02 04:50:34.000,2025-07-02 04:51:26,2051551051055644908,,0.0,366260.0
2025-07-02 15:32:31.000,2025-07-02 15:33:32,2051712642682274028,,19.0,366340.0
2025-07-03 13:07:33.000,2025-07-03 13:08:36,2052038556225945836,,1.0,366450.0
2025-07-03 13:58:27.000,2025-07-03 13:58:56,2052051220667007212,,28.0,366520.0
2025-07-03 14:04:30.000,2025-07-03 14:05:01,2052052750971322604,,75.0,366730.0
2025-07-03 14:09:31.000,2025-07-03 14:10:04,2052054022017384684,,87.0,367230.0
2025-07-03 14:14:32.000,2025-07-03 14:15:08,2052055298495103212,,96.0,367510.0
2025-07-03 14:19:33.000,2025-07-03 14:20:44,2052056707751772396,,65.0,367780.0
2025-07-03 14:26:35.000,2025-07-03 14:27:49,2052058491798946028,,65.63489662750715,368020.0
2025-07-03 14:29:36.000,2025-07-03 14:30:52,2052059257494372588,,84.64568144357264,368260.0
2025-07-03 14:40:39.000,2025-07-03 14:42:00,2052062058274357484,,80.0,368880.0
2025-07-03 14:45:40.000,2025-07-03 14:46:03,2052063078392185068,,29.0,369170.0
2025-07-03 14:50:41.000,2025-07-03 14:51:32,2052064460121637100,,96.0,369510.0
2025-07-03 15:00:43.000,2025-07-03 15:01:40,2052067008626852076,,120.0,370010.0
2025-07-03 15:11:47.000,2025-07-03 15:12:48,2052069812825325804,,29.0,370610.0
2025-07-03 15:16:48.000,2025-07-03 15:17:53,2052071089135239404,,30.000000000000004,370860.0
2025-07-03 15:21:49.000,2025-07-03 15:23:06,2052072403198378220,,16.0,371130.0
2025-07-03 15:26:50.000,2025-07-03 15:28:10,2052073677591150828,,32.0,371390.0
2025-07-03 15:31:51.000,2025-07-03 15:32:25,2052074746249609452,,85.0,371700.0
2025-07-03 15:36:52.000,2025-07-03 15:37:21,2052075989797896428,,53.0,371940.0
2025-07-03 15:39:53.000,2025-07-03 15:40:25,2052076759553278188,,31.36733194639076,372070.0
2025-07-07 05:56:20.000,2025-07-07 05:59:20,2053380079806873836,,76.0,372410.0
2025-07-07 05:58:20.000,2025-07-07 05:59:20,2053380079807250668,,18.39036465889238,372530.0
2025-07-07 06:11:39.000,2025-07-07 06:13:03,2053383531563876588,,0.0,372570.0
2025-07-07 10:10:02.000,2025-07-07 10:11:18,2053443489219215596,,74.0,373020.0
2025-07-07 10:15:03.000,2025-07-07 10:16:23,2053444766418338028,,39.0,373470.0
2025-07-07 14:48:18.000,2025-07-07 14:49:39,2053513536981713132,,83.0,373670.0
2025-07-07 14:49:19.000,2025-07-07 14:50:39,2053513788547956972,,43.59609104434306,373700.0
2025-07-08 05:16:11.000,2025-07-08 05:17:15,2053731876773839084,,0.0,373750.0
2025-07-08 05:33:20.000,2025-07-08 05:34:46,2053736285016686828,,60.00000000000001,373940.0
2025-07-08 14:48:26.000,2025-07-08 14:49:42,2053875938491842796,,77.0,374310.0
2025-07-09 05:17:46.000,2025-07-09 05:18:37,2054094607335260396,,46.0,374740.0
2025-07-09 05:22:47.000,2025-07-09 05:23:42,2054095886136426732,,69.0,374960.0
2025-07-09 05:27:48.000,2025-07-09 05:28:47,2054097163461361900,,47.0,375360.0
2025-07-09 14:45:14.000,2025-07-09 14:46:19,2054237474015707372,,0.0,375680.0
2025-07-10 05:24:43.000,2025-07-10 05:25:52,2054458820444307692,,0.1518640384722231,375740.0
2025-07-10 05:32:46.000,2025-07-10 05:33:59,2054460863523324140,,38.0,376110.0
2025-07-10 14:43:09.000,2025-07-10 14:44:06,2054599301509742828,,84.0,376310.0
2025-07-11 05:31:05.000,2025-07-11 05:32:04,2054822767949709548,,66.0,376570.0
