time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL_LEVEL (%),speed_kmh,fuel_value
2025-07-01 04:54:56.000,2025-07-01 04:55:38,2051189718934356224,,62.0,40.07914215338268,1507170.0
2025-07-01 04:56:57.000,2025-07-01 04:57:38,2051190225257988352,,66.0,65.0,1507260.0
2025-07-01 05:08:00.000,2025-07-01 05:08:47,2051193030916014336,,64.0,104.0,1507830.0
2025-07-01 15:18:56.000,2025-07-01 15:20:17,2051346916360356096,,66.0,40.558810274898605,66.0
2025-07-01 15:29:00.000,2025-07-01 15:30:14,2051349421601358080,,56.99999999999999,67.0,56.99999999999999
2025-07-01 15:34:01.000,2025-07-01 15:35:16,2051350690965487872,,56.99999999999999,82.0,1510060.0
2025-07-01 15:44:04.000,2025-07-01 15:45:25,2051353241278497024,,55.00000000000001,111.0,55.00000000000001
2025-07-01 16:00:09.000,2025-07-01 16:00:37,2051357067356455168,,50.0,28.793051294239664,1512370.0
2025-07-01 16:26:57.000,2025-07-01 16:27:44,2051363890826313984,,55.00000000000001,39.0,1512890.0
2025-07-02 04:25:55.000,2025-07-02 04:26:19,2051544728327799040,,50.0,75.0,1513180.0
2025-07-02 04:38:01.000,2025-07-02 04:38:26,2051547780648009984,,46.0,116.0,1514110.0
2025-07-02 04:49:05.000,2025-07-02 04:49:37,2051550592928710912,,48.0,87.0,1515070.0
2025-07-02 04:55:06.000,2025-07-02 04:55:42,2051552125854646528,,40.0,81.0,40.0
2025-07-02 05:13:13.000,2025-07-02 05:13:58,2051556721800888576,,40.0,74.0,1516430.0
2025-07-02 05:19:17.000,2025-07-02 05:20:04,2051558258841436416,,44.0,23.70560600542019,44.0
2025-07-02 05:21:18.000,2025-07-02 05:22:04,2051558758630424832,,44.0,54.0,1516730.0
2025-07-02 15:29:05.000,2025-07-02 15:30:22,2051711845584077056,,53.0,17.31250038583343,53.0
2025-07-02 16:24:28.000,2025-07-02 16:25:17,2051725665610400000,,33.0,35.86769308648225,1518210.0
2025-07-02 16:26:29.000,2025-07-02 16:27:19,2051726176052904192,,30.0,83.0,1518300.0
2025-07-02 16:33:32.000,2025-07-02 16:34:26,2051727965686956288,,35.0,39.0,1518690.0
2025-07-02 16:38:36.000,2025-07-02 16:39:31,2051729246140825856,,28.000000000000004,10.72308271651429,28.000000000000004
2025-07-02 16:40:36.000,2025-07-02 16:41:32,2051729754968785152,,26.0,16.0,1519000.0
2025-07-03 04:49:00.000,2025-07-03 04:50:17,2051913150923538688,,27.0,63.0,1519430.0
2025-07-03 04:56:04.000,2025-07-03 04:57:22,2051914930688360704,,22.0,75.0,1519800.0
2025-07-03 05:04:07.000,2025-07-03 05:04:29,2051916721514037504,,20.0,82.32327285522912,1520210.0
2025-07-03 05:09:09.000,2025-07-03 05:09:34,2051918000948609280,,28.000000000000004,15.000000000000002,28.000000000000004
2025-07-03 05:22:15.000,2025-07-03 05:22:37,2051921287789527296,,30.0,0.0870440220511522,30.0
2025-07-03 15:46:29.000,2025-07-03 15:47:10,2052078461312663808,,31.0,68.0,31.0
2025-07-03 16:14:39.000,2025-07-03 16:15:33,2052085601691336960,,18.0,85.0,1524610.0
2025-07-03 16:18:41.000,2025-07-03 16:19:37,2052086624086737152,,26.0,15.421607906807338,1524790.0
2025-07-03 16:21:42.000,2025-07-03 16:22:40,2052087391975506176,,9.0,0.0,1524880.0
2025-07-04 04:30:40.000,2025-07-04 04:31:21,2052270774374711552,,9.0,111.0,1525530.0
2025-07-04 05:01:48.000,2025-07-04 05:02:42,2052278663721877760,,20.0,36.92703735484947,1527960.0
2025-07-04 05:02:48.000,2025-07-04 05:03:43,2052278919867990272,,12.0,77.0,1528060.0
2025-07-04 05:07:49.000,2025-07-04 05:08:52,2052280214964191488,,15.0,79.0,1528460.0
2025-07-04 05:18:52.000,2025-07-04 05:19:14,2052282823020347648,,0.0,42.0,1528910.0
2025-07-04 14:02:52.000,2025-07-04 14:04:13,2052414938378551552,,0.0,88.0,0.0
2025-07-04 14:36:14.000,2025-07-04 14:37:11,2052423236548886784,,0.0,52.602369325933566,1530990.0
2025-07-04 14:46:18.000,2025-07-04 14:46:43,2052425635002974464,,94.0,49.0,1531240.0
2025-07-04 15:04:23.000,2025-07-04 15:05:27,2052430347811422464,,96.0,86.0,1531840.0
2025-07-04 15:09:25.000,2025-07-04 15:10:31,2052431622720192768,,96.0,106.0,1532150.0
2025-07-04 15:15:28.000,2025-07-04 15:15:56,2052432988629434624,,96.0,93.6964077364233,1532410.0
2025-07-04 15:18:29.000,2025-07-04 15:18:57,2052433746463932672,,96.0,118.76508608715514,1532700.0
2025-07-04 15:21:31.000,2025-07-04 15:22:01,2052434516186071296,,96.0,114.0,1533010.0
2025-07-04 15:33:35.002,2025-07-04 15:34:13,2052437586219417856,,96.0,5.0,96.0
2025-07-07 04:19:15.000,2025-07-07 04:20:17,2053355150940619008,,96.0,39.16610592208016,96.0
2025-07-07 04:47:26.000,2025-07-07 04:48:38,2053362287346991360,,82.0,21.0,1535940.0
2025-07-07 04:59:31.000,2025-07-07 05:00:49,2053365349662867712,,77.0,71.0,77.0
