time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL_LEVEL (%),speed_kmh,fuel_value
2025-07-01 04:57:00.000,2025-07-01 04:58:01,2051190317692010724,96.0,77.0,1075340.0
2025-07-01 05:02:02.000,2025-07-01 05:02:39,2051191486950736100,96.0,0.0,1075630.0
2025-07-01 07:27:05.000,2025-07-01 07:28:14,2051228123244183780,96.0,35.35098495558286,1075910.0
2025-07-01 07:29:06.000,2025-07-01 07:30:16,2051228636043952356,96.0,35.0,1076000.0
2025-07-01 08:38:44.000,2025-07-01 08:39:49,2051246136118804708,95.0,41.957070629124566,1077030.0
2025-07-01 12:00:51.000,2025-07-01 12:01:49,2051296972282888420,94.0,35.0,1077640.0
2025-07-01 12:05:52.000,2025-07-01 12:06:39,2051298187347525860,94.0,10.0,1077880.0
2025-07-02 05:04:23.000,2025-07-02 05:04:59,2051554460936880356,94.0,32.0,1078220.0
2025-07-02 05:15:45.000,2025-07-02 05:16:48,2051557435260289252,94.0,0.0,1078300.0
2025-07-02 09:09:06.000,2025-07-02 09:09:59,2051616117037809892,94.0,78.0,1078590.0
2025-07-02 16:16:56.000,2025-07-02 16:18:08,2051723864483954916,93.0,22.425873681221333,1079110.0
2025-07-03 05:02:31.000,2025-07-03 05:03:22,2051916442424672484,91.0,59.0,1079880.0
2025-07-03 06:46:16.000,2025-07-03 06:47:20,2051942607394734308,91.0,0.0,1080020.0
2025-07-03 17:30:27.000,2025-07-03 17:31:26,2052104698168688868,91.0,9.0,1080660.0
2025-07-04 05:02:38.000,2025-07-04 05:03:37,2052278892730810596,90.0,56.0,1080940.0
2025-07-04 06:41:42.000,2025-07-04 06:42:46,2052303842602926308,90.0,0.0,1081050.0
2025-07-04 07:06:49.000,2025-07-04 07:07:50,2052310151381139684,90.0,58.0,1081760.0
2025-07-04 10:24:46.000,2025-07-04 10:25:22,2052359862515581156,82.0,36.03622512917703,1087240.0
2025-07-04 10:30:49.000,2025-07-04 10:31:59,2052361528027398372,82.0,58.0,1087470.0
2025-07-04 11:32:19.000,2025-07-04 11:32:59,2052376880203579620,82.0,52.0,1087860.0
2025-07-04 11:36:21.000,2025-07-04 11:37:03,2052377902179270884,82.0,70.70937791304242,1088090.0
2025-07-05 19:46:39.000,2025-07-05 19:47:43,2052863771004649700,81.0,0.0,1088570.0
2025-07-07 04:15:14.000,2025-07-07 04:16:11,2053354121066528996,81.0,73.90963472377413,1088880.0
2025-07-07 04:17:15.000,2025-07-07 04:18:13,2053354629822988516,80.0,49.046528425120535,1089180.0
2025-07-07 04:50:25.000,2025-07-07 04:51:38,2053363039566053604,75.0,26.10950261440733,1092730.0
2025-07-07 06:24:01.000,2025-07-07 06:24:58,2053386529664991460,71.0,47.0,1096020.0
2025-07-07 06:29:03.000,2025-07-07 06:30:02,2053387803554824420,70.0,12.0,1096300.0
2025-07-07 07:21:30.001,2025-07-07 07:21:57,2053400867268296932,,0.0,1096770.0
2025-07-07 10:09:14.000,2025-07-07 10:10:19,2053443240207597796,70.0,0.0,1096770.0
2025-07-07 14:58:57.000,2025-07-07 14:59:42,2053516063718605028,70.0,30.087599622191902,70.0
2025-07-07 16:01:36.000,2025-07-07 16:02:33,2053531882297032932,70.0,21.57580546587072,1096910.0
2025-07-08 05:05:30.000,2025-07-08 05:06:34,2053729186635350244,69.0,0.0,1097630.0
2025-07-08 17:28:21.000,2025-07-08 17:29:36,2053916178753061092,67.0,0.0685240173594177,1098240.0
2025-07-09 04:59:16.000,2025-07-09 05:00:35,2054090069219737828,67.0,29.0,1098280.0
2025-07-09 05:04:18.000,2025-07-09 05:05:40,2054091347010257124,67.0,23.0,1098600.0
2025-07-09 14:43:22.000,2025-07-09 14:44:26,2054236998176538852,67.0,0.0,1098650.0
2025-07-10 04:53:41.000,2025-07-10 04:54:35,2054450945282097380,67.0,10.715674714637592,67.0
2025-07-10 04:57:42.000,2025-07-10 04:58:23,2054451902078370020,66.0,57.0,1099250.0
2025-07-10 15:08:34.000,2025-07-10 15:09:37,2054605724792701156,66.0,0.0,1099430.0
2025-07-11 08:19:54.000,2025-07-11 08:20:34,2054865172589347044,66.0,11.926883021477034,1099480.0
2025-07-11 08:22:55.000,2025-07-11 08:23:38,2054865941853978852,66.0,43.46274701056258,1099560.0
2025-07-11 09:39:07.000,2025-07-11 09:40:28,2054885277884743908,65.0,20.47201318624334,65.0
2025-07-11 09:54:12.000,2025-07-11 09:55:05,2054888957396730084,65.0,3.0,1100550.0
2025-07-11 10:10:17.000,2025-07-11 10:11:20,2054893046000009444,64.0,72.0,1101170.0
2025-07-11 10:15:18.000,2025-07-11 10:16:23,2054894316601491684,64.0,83.0,1101670.0
2025-07-11 10:20:19.000,2025-07-11 10:21:26,2054895590973636836,62.0,88.0,1102220.0
2025-07-11 10:25:21.000,2025-07-11 10:26:31,2054896868789338340,62.0,62.0,1102750.0
2025-07-11 10:30:22.000,2025-07-11 10:31:41,2054898169472352484,61.0,69.0,1103040.0
2025-07-11 10:33:23.000,2025-07-11 10:33:43,2054898679462133988,61.0,69.24814954286455,1103210.0
2025-07-11 10:35:23.000,2025-07-11 10:35:45,2054899190521266404,61.0,62.0,1103390.0
2025-07-11 10:40:25.000,2025-07-11 10:40:48,2054900463177957604,61.0,88.0,1103800.0
2025-07-11 10:45:26.000,2025-07-11 10:46:02,2054901778545230052,60.0,9.0,1104170.0
2025-07-11 10:50:27.000,2025-07-11 10:50:56,2054903012257923300,60.0,74.0,1104520.0
2025-07-11 10:55:29.000,2025-07-11 10:56:01,2054904291767992548,59.0,99.0,1105200.0
2025-07-11 11:00:30.000,2025-07-11 11:01:04,2054905562398982372,57.99999999999999,70.0,1105790.0
2025-07-11 11:05:32.000,2025-07-11 11:06:38,2054906963996754148,57.99999999999999,89.0,1106160.0
2025-07-11 11:10:33.000,2025-07-11 11:11:43,2054908241011278052,57.99999999999999,50.0,1106590.0
2025-07-11 11:40:31.000,2025-07-11 11:41:25,2054915718998212836,56.00000000000001,94.0,1107090.0
2025-07-13 16:53:00.000,2025-07-13 16:54:03,2055719169164345572,56.00000000000001,0.0,1107440.0
2025-07-15 05:00:03.000,2025-07-15 05:00:57,2056264489002647780,50.0,81.0,1112020.0
2025-07-15 05:05:04.000,2025-07-15 05:06:00,2056265759423742180,49.0,62.0,1112350.0
2025-07-15 05:10:05.000,2025-07-15 05:11:04,2056267035138080996,49.0,90.0,1112810.0
2025-07-15 05:15:06.000,2025-07-15 05:16:08,2056268310126805220,47.0,95.0,1113350.0
2025-07-15 05:41:13.000,2025-07-15 05:41:58,2056274812187295972,45.0,27.0,1115650.0
2025-07-15 05:46:14.000,2025-07-15 05:47:03,2056276088660771044,44.0,34.0,1115870.0
2025-07-15 05:49:15.000,2025-07-15 05:50:06,2056276858651099364,44.0,2.2705525752066524,1115920.0
2025-07-15 05:51:15.000,2025-07-15 05:52:07,2056277365692121316,44.0,0.1833480464481718,1115940.0
2025-07-15 07:00:04.000,2025-07-15 07:00:56,2056294682056556772,44.0,14.188175594337816,1116250.0
2025-07-15 07:05:05.000,2025-07-15 07:05:30,2056295831333503204,44.0,13.8825955169242,1116310.0
2025-07-15 09:06:26.000,2025-07-15 09:07:30,2056326534427361508,44.0,0.0,1116410.0
2025-07-15 14:16:42.000,2025-07-15 14:17:43,2056404604400189668,44.0,29.0,1116440.0
2025-07-15 14:21:44.000,2025-07-15 14:22:49,2056405886183768292,44.0,24.0,1116600.0
2025-07-15 14:26:45.000,2025-07-15 14:27:52,2056407158253224164,42.0,26.783630785186467,1117090.0
2025-07-15 14:31:46.000,2025-07-15 14:32:57,2056408434684788964,42.0,86.0,1117360.0
2025-07-15 14:34:46.000,2025-07-15 14:36:00,2056409203823640804,41.0,89.40717464981759,1117820.0
2025-07-15 14:36:47.000,2025-07-15 14:38:02,2056409715700678884,41.0,91.0,1117930.0
2025-07-15 14:41:48.000,2025-07-15 14:43:08,2056410997899395300,41.0,36.0,1118190.0
2025-07-15 14:46:48.000,2025-07-15 14:47:10,2056412015672672484,40.0,89.0,1118680.0
2025-07-15 14:51:50.000,2025-07-15 14:52:16,2056413296663331044,40.0,52.0,1119130.0
2025-07-15 14:56:51.000,2025-07-15 14:57:21,2056414576785883364,39.0,81.0,1119500.0
