time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL_LEVEL (%),speed_kmh,fuel_value
2025-07-01 12:56:12.000,2025-07-01 12:56:46,2051310801603739880,16.0,21.0,1617600.0
2025-07-01 13:10:16.000,2025-07-01 13:10:56,2051314364526510312,14.000000000000002,48.540932297036186,1618530.0
2025-07-01 13:11:16.000,2025-07-01 13:11:56,2051314619263369448,14.000000000000002,18.0,1618590.0
2025-07-01 13:16:17.000,2025-07-01 13:16:59,2051315890343002344,14.000000000000002,43.0,1618780.0
2025-07-01 13:21:19.000,2025-07-01 13:22:03,2051317162215358696,14.000000000000002,27.0,1619000.0
2025-07-01 13:26:20.000,2025-07-01 13:27:25,2051318515171852520,13.0,42.0,1619090.0
2025-07-02 15:37:53.000,2025-07-02 15:38:25,2051713867637178600,12.0,7.0,1619990.0
2025-07-02 15:42:54.000,2025-07-02 15:43:28,2051715141115920616,11.0,16.0,1620140.0
2025-07-02 15:47:56.000,2025-07-02 15:48:32,2051716413428711656,11.0,37.0,1620290.0
2025-07-02 15:52:57.000,2025-07-02 15:53:35,2051717685884125416,11.0,14.0,1620390.0
2025-07-03 11:38:54.000,2025-07-03 11:39:49,2052016210287050984,100.0,5.0,1621370.0
2025-07-03 11:43:55.000,2025-07-03 11:44:52,2052017483371577576,100.0,50.0,1621460.0
2025-07-03 11:48:56.000,2025-07-03 11:50:18,2052018851452813544,100.0,82.0,1621850.0
2025-07-03 11:52:57.000,2025-07-03 11:53:19,2052019609967673576,100.0,107.55307524677907,1622020.0
2025-07-03 11:53:58.000,2025-07-03 11:54:19,2052019862573908200,100.0,104.0,1622200.0
2025-07-03 12:09:01.000,2025-07-03 12:09:40,2052023725146095848,100.0,130.9068011630563,1624100.0
2025-07-03 12:12:02.000,2025-07-03 12:12:44,2052024493609681128,100.0,130.19933698383204,1624490.0
2025-07-03 12:15:03.000,2025-07-03 12:15:46,2052025259124670696,100.0,130.70122911097806,1624910.0
2025-07-03 12:44:12.000,2025-07-03 12:45:11,2052032662998139112,96.0,154.0,1628940.0
2025-07-03 13:09:19.000,2025-07-03 13:10:35,2052039054391804136,90.0,136.0,1632200.0
2025-07-03 13:24:22.000,2025-07-03 13:25:46,2052042875570733288,86.0,132.0,1634310.0
2025-07-03 14:48:18.000,2025-07-03 14:49:28,2052063939012968680,72.0,125.46932778556304,1641900.0
2025-07-03 14:58:21.000,2025-07-03 14:59:36,2052066488377950440,69.0,130.0,1643380.0
2025-07-03 15:03:23.000,2025-07-03 15:04:40,2052067762000167144,69.0,44.0,1643820.0
2025-07-03 15:08:23.000,2025-07-03 15:09:43,2052069036761563368,69.0,12.0,1643870.0
2025-07-03 15:13:24.000,2025-07-03 15:13:47,2052070058313793768,69.0,93.0,1644030.0
2025-07-03 15:18:26.000,2025-07-03 15:18:51,2052071332564386024,68.0,15.000000000000002,1644400.0
2025-07-03 15:23:27.000,2025-07-03 15:23:55,2052072607733448936,67.0,33.0,1644660.0
2025-07-03 15:28:28.000,2025-07-03 15:28:59,2052073885511319784,67.0,84.0,1644840.0
2025-07-03 15:34:29.000,2025-07-03 15:35:04,2052075413294907624,66.0,110.1532839054986,1645380.0
2025-07-03 15:43:31.000,2025-07-03 15:44:10,2052077706274783464,64.0,71.0,1646130.0
2025-07-03 15:48:33.000,2025-07-03 15:49:14,2052078978143011048,64.0,45.0,1646340.0
2025-07-03 15:53:34.000,2025-07-03 15:54:16,2052080248023007464,64.0,81.0,1646620.0
2025-07-03 15:58:35.000,2025-07-03 15:59:20,2052081519488549096,63.0,81.0,1646910.0
2025-07-03 16:03:37.000,2025-07-03 16:04:23,2052082792275198184,63.0,93.0,63.0
2025-07-03 16:08:38.000,2025-07-03 16:09:26,2052084064554418408,62.0,54.0,1647470.0
2025-07-03 16:13:39.000,2025-07-03 16:14:30,2052085337232031976,62.0,48.0,1647790.0
2025-07-03 16:18:40.000,2025-07-03 16:19:34,2052086611352568040,61.0,43.0,1647940.0
2025-07-03 16:23:42.000,2025-07-03 16:24:37,2052087883434606824,61.0,58.0,1648300.0
2025-07-03 16:28:43.000,2025-07-03 16:29:40,2052089156523311336,60.0,60.00000000000001,1648780.0
2025-07-03 16:33:44.000,2025-07-03 16:34:44,2052090430576656616,59.0,25.0,1649020.0
2025-07-03 16:38:46.000,2025-07-03 16:39:25,2052091607351623912,59.0,3.0,1649150.0
2025-07-04 09:14:49.000,2025-07-04 09:15:51,2052342369243627752,57.99999999999999,42.0,1649710.0
2025-07-04 09:17:49.000,2025-07-04 09:18:53,2052343132644720872,56.99999999999999,38.70125380431763,1649850.0
2025-07-04 09:19:50.000,2025-07-04 09:20:19,2052343495074578664,56.99999999999999,0.0,1649940.0
2025-07-05 09:19:46.000,2025-07-05 09:20:44,2052705986262630632,56.00000000000001,56.0,56.00000000000001
2025-07-05 10:10:15.000,2025-07-05 10:11:18,2052718711026041064,55.00000000000001,58.0,1650900.0
2025-07-05 14:07:15.000,2025-07-05 14:07:41,2052778200924193000,49.0,77.0,1654610.0
2025-07-05 14:12:16.000,2025-07-05 14:12:45,2052779475602604264,48.0,118.0,1655120.0
2025-07-05 14:17:18.000,2025-07-05 14:17:49,2052780750293516520,47.0,81.0,47.0
2025-07-05 14:30:22.000,2025-07-05 14:30:59,2052784062250221800,45.0,89.79794674881319,1656450.0
2025-07-05 14:37:24.000,2025-07-05 14:38:03,2052785842988089576,44.0,133.0,1657010.0
2025-07-05 14:47:27.000,2025-07-05 14:48:11,2052788393426944232,42.0,102.0,1658590.0
2025-07-05 15:17:36.000,2025-07-05 15:18:33,2052796034127560936,36.0,134.0,1662240.0
2025-07-05 17:03:04.000,2025-07-05 17:04:04,2052822588488466664,7.000000000000001,139.0,1678110.0
2025-07-05 17:13:07.000,2025-07-05 17:14:12,2052825137316626664,4.0,72.0,1679330.0
2025-07-05 17:18:08.000,2025-07-05 17:19:16,2052826413752434920,4.0,97.0,1679820.0
2025-07-05 17:20:09.000,2025-07-05 17:21:20,2052826933720269032,3.0,89.66830671597104,3.0
2025-07-05 17:23:10.000,2025-07-05 17:24:22,2052827697138122984,3.0,88.0,1680110.0
2025-07-05 17:28:10.000,2025-07-05 17:29:26,2052828971480908008,3.0,28.0,1680380.0
2025-07-05 17:37:12.000,2025-07-05 17:37:33,2052831015474512104,2.0,2.8020767098594335,2.0
2025-07-07 07:00:53.000,2025-07-07 07:03:17,2053396171648745704,2.0,17.805132510633573,1680730.0
2025-07-07 07:08:56.000,2025-07-07 07:09:23,2053397706365518056,2.0,0.0,2.0
2025-07-07 07:12:58.000,2025-07-07 07:14:17,2053398938886602984,2.0,2.829856716897035,2.0
2025-07-07 07:32:04.000,2025-07-07 07:32:53,2053403622439633128,100.0,26.0,1681280.0
2025-07-07 07:37:05.000,2025-07-07 07:37:57,2053404897461797096,100.0,27.0,1681420.0
2025-07-07 07:39:05.000,2025-07-07 07:39:59,2053405408286130408,100.0,30.37095569397545,1681460.0
2025-07-07 07:42:06.000,2025-07-07 07:43:02,2053406174589550824,100.0,36.0,1681550.0
2025-07-07 07:53:09.000,2025-07-07 07:54:12,2053408983749837032,100.0,5.0,1681860.0
2025-07-07 07:58:10.000,2025-07-07 07:59:19,2053410273137541352,100.0,1.0,1681940.0
2025-07-07 12:45:25.000,2025-07-07 12:46:36,2053482568452145384,100.0,21.0,1682130.0
2025-07-07 13:00:29.000,2025-07-07 13:01:34,2053486337083900136,100.0,38.721625809478546,1682660.0
2025-07-07 13:06:31.000,2025-07-07 13:07:38,2053487864779440360,100.0,22.0,1682860.0
2025-07-12 06:33:55.000,2025-07-12 06:34:43,2055200920559468776,100.0,0.0,100.0
2025-07-13 06:42:17.000,2025-07-13 06:43:30,2055565520349970664,100.0,0.0,1683440.0
2025-07-13 06:43:17.000,2025-07-13 06:44:31,2055565775007121640,100.0,3.791044960398057,1683510.0
2025-07-13 06:47:18.000,2025-07-13 06:48:34,2055566796160778472,100.0,0.0,1683670.0
2025-07-13 06:52:19.000,2025-07-13 06:53:39,2055568072512635112,100.0,91.0,1683890.0
2025-07-13 06:57:21.000,2025-07-13 06:57:42,2055569094614368488,100.0,91.0,1684340.0
2025-07-13 07:02:22.000,2025-07-13 07:02:46,2055570370014003432,100.0,60.99999999999999,100.0
2025-07-13 07:07:24.000,2025-07-13 07:08:10,2055571725676052712,100.0,66.0,1684930.0
2025-07-15 08:46:08.000,2025-07-15 08:46:35,2056321271809114344,94.0,0.0,1688900.0
2025-07-15 08:56:10.000,2025-07-15 08:56:47,2056323838010048744,93.0,32.0,1689380.0
2025-07-15 09:01:11.000,2025-07-15 09:01:48,2056325097983230184,93.0,1.0,1689630.0
2025-07-15 09:10:14.000,2025-07-15 09:10:55,2056327392359694568,92.0,1.211208306839438,1689830.0
2025-07-15 09:19:18.000,2025-07-16 04:15:43,2056615492843471080,92.0,0.1889040478556921,92.0
2025-07-16 04:18:42.000,2025-07-16 04:19:09,2056616357402935528,92.0,16.610592208016694,92.0
2025-07-16 04:25:44.000,2025-07-16 04:26:15,2056618142934909160,91.0,0.0,1690270.0
2025-07-16 04:33:46.000,2025-07-16 04:35:03,2056620356122198248,91.0,0.4222561069715471,1690560.0
2025-07-16 04:42:50.000,2025-07-16 04:43:45,2056622549420294376,91.0,15.000000000000002,1690790.0
2025-07-16 16:50:14.000,2025-07-16 16:51:25,2056805670996672744,90.0,45.02768740701414,90.0
2025-07-16 16:54:14.000,2025-07-16 16:55:26,2056806681735659752,90.0,31.0,90.0
2025-07-16 16:59:15.000,2025-07-16 17:00:32,2056807964135653608,89.0,12.0,1691350.0
2025-07-16 17:04:16.000,2025-07-16 17:05:36,2056809239212474600,89.0,24.0,1691450.0
2025-07-17 07:56:45.000,2025-07-17 07:57:15,2057033631058100456,88.0,23.0,1692030.0
2025-07-17 08:02:47.000,2025-07-17 08:03:23,2057035173148590312,87.0,2.0,1692360.0
2025-07-17 08:07:48.000,2025-07-17 08:08:24,2057036438452650216,87.0,82.0,1692580.0
2025-07-17 08:32:55.000,2025-07-17 08:35:20,2057043216678551784,83.0,110.0,1694720.0
2025-07-17 08:37:56.000,2025-07-17 08:38:23,2057043981493256424,82.0,80.0,1695230.0
2025-07-17 08:53:00.000,2025-07-17 08:54:01,2057047915947376872,79.0,129.0,1697260.0
2025-07-17 09:18:06.000,2025-07-17 09:19:19,2057054283014078696,74.0,52.0,1700120.0
2025-07-17 09:23:07.000,2025-07-17 09:24:21,2057055552084639976,73.0,35.0,1700290.0
2025-07-17 09:39:12.000,2025-07-17 09:40:24,2057059591669252328,73.0,38.0,1700670.0
2025-07-17 10:11:45.000,2025-07-17 10:13:04,2057067812123656424,72.0,6.111601548272392,72.0
2025-07-17 10:15:46.000,2025-07-17 10:16:17,2057068618994712808,72.0,4.005877014822177,72.0
2025-07-17 10:19:46.000,2025-07-17 10:22:45,2057070248817033448,71.0,9.069246297542396,1701520.0
2025-07-17 13:31:36.000,2025-07-17 13:32:19,2057117952188154088,70.0,34.0,1702110.0
2025-07-17 13:36:37.000,2025-07-17 13:37:25,2057119235183837416,70.0,15.000000000000002,1702360.0
2025-07-17 13:41:37.000,2025-07-17 13:42:29,2057120513452507368,69.0,58.0,69.0
2025-07-17 13:46:39.000,2025-07-17 13:47:34,2057121789598826728,69.0,45.0,1702800.0
2025-07-17 13:51:40.000,2025-07-17 13:52:38,2057123067100643560,69.0,53.0,1703060.0
2025-07-17 13:56:42.000,2025-07-17 13:57:42,2057124343313350888,68.0,73.0,1703340.0
2025-07-17 14:31:50.000,2025-07-17 14:32:43,2057133153109311720,60.0,111.0,1707710.0
2025-07-17 14:51:55.000,2025-07-17 14:52:26,2057138116631855336,56.00000000000001,45.0,1710250.0
2025-07-17 15:01:58.000,2025-07-17 15:02:34,2057140665082659048,54.0,47.0,1710880.0
2025-07-17 15:17:02.000,2025-07-17 15:17:49,2057144502363275496,54.0,2.0409045170291447,1711440.0
2025-07-18 05:24:13.000,2025-07-18 05:25:26,2057357814971547880,53.0,7.211689826961424,1711620.0
