time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),speed_kmh,fuel_value
2025-07-01 05:20:53.000,2025-07-01 05:21:23,2051196201742909672,,77.0,3304492.0
2025-07-01 05:25:53.000,2025-07-01 05:26:46,2051197553512481000,,46.0,3305169.0
2025-07-01 15:04:46.000,2025-07-01 15:05:28,2051343191269294312,,13.280695364442828,3306506.0
2025-07-01 15:05:46.000,2025-07-01 15:06:29,2051343446693839080,,14.628951706001098,3306565.0
2025-07-01 15:07:47.000,2025-07-01 15:08:32,2051343962077561064,,29.0,3306699.0
2025-07-01 15:10:49.000,2025-07-01 15:11:34,2051344724647936232,,18.477408680943533,3306827.0
2025-07-01 15:33:33.000,2025-07-01 15:34:50,2051350581724905704,,24.54826621889411,3306932.0
2025-07-01 16:04:45.000,2025-07-01 16:05:20,2051358256974201064,,58.0,3308842.0
2025-07-02 05:40:15.000,2025-07-02 05:40:41,2051563443865075944,,34.0,3310593.0
2025-07-02 15:07:29.000,2025-07-02 15:08:42,2051706393039290600,,49.0,3311826.0
2025-07-02 15:31:39.001,2025-07-02 15:32:28,2051712370476810472,,41.0,3313242.0
2025-07-02 15:33:40.000,2025-07-02 15:34:54,2051712985847677160,,85.3457376209202,3313474.0
2025-07-02 16:48:40.000,2025-07-02 16:49:28,2051731748194549992,,78.43036786902653,3315291.0
2025-07-02 16:49:40.000,2025-07-02 16:50:28,2051732003614916840,,77.0,3315406.0
2025-07-03 04:53:09.000,2025-07-03 04:55:45,2051914524923101416,,45.0,3316049.0
2025-07-03 04:59:12.001,2025-07-03 04:59:48,2051915544688492776,,112.0,3317400.0
2025-07-03 05:16:16.000,2025-07-03 05:17:02,2051919882857119976,,49.29099248705143,3319667.0
2025-07-03 05:20:18.000,2025-07-03 05:21:06,2051920906389012712,,41.0,3320078.0
2025-07-03 06:09:13.000,2025-07-03 06:10:24,2051933309675553000,,27.0,3320611.0
2025-07-03 06:20:16.000,2025-07-03 06:21:00,2051935980008702184,,20.0,3321837.0
2025-07-03 06:36:21.000,2025-07-03 06:37:14,2051940064539230440,,72.0,3323257.0
2025-07-03 06:42:24.000,2025-07-03 06:43:19,2051941596047491304,,91.0,3324018.0
2025-07-03 06:53:28.000,2025-07-03 06:54:29,2051944406503702760,,46.0,3325115.0
2025-07-03 07:01:33.000,2025-07-03 07:02:29,2051946419392168168,,20.0,3325524.0
2025-07-03 14:21:41.000,2025-07-03 14:22:25,2052057131733319912,,17.0,3325767.0
2025-07-03 14:33:45.000,2025-07-03 14:34:36,2052060196880351464,,40.02358213930748,3327091.0
2025-07-03 14:37:46.000,2025-07-03 14:38:39,2052061215999459560,,70.0,3327571.0
2025-07-03 14:42:46.000,2025-07-03 14:49:14,2052063880699642088,,60.00000000000001,3328032.0
2025-07-03 15:44:34.002,2025-07-03 15:45:28,2052078029823443176,,48.0,3329259.0
2025-07-04 05:34:56.000,2025-07-04 05:36:05,2052287063222436072,,54.0,3329769.0
2025-07-04 05:39:57.000,2025-07-04 05:41:11,2052288344766824680,,45.0,3330424.0
2025-07-04 05:52:02.000,2025-07-04 05:53:31,2052291450200129768,,44.0,3331483.0
2025-07-04 11:36:06.000,2025-07-04 11:36:28,2052377756091891944,,54.0,3332214.0
2025-07-04 11:43:10.000,2025-07-04 11:44:08,2052379684901126376,,70.0,3333070.0
2025-07-04 11:50:14.000,2025-07-04 11:51:13,2052381468960899304,,29.0,3333865.0
2025-07-07 05:37:03.000,2025-07-07 05:38:05,2053374729951166696,,0.0,3334028.0
2025-07-07 05:43:06.000,2025-07-07 05:43:41,2053376139527045352,,84.0,3334669.0
2025-07-07 05:49:10.000,2025-07-07 05:49:45,2053377666865905896,,46.0,3335271.0
2025-07-07 05:54:11.000,2025-07-07 05:54:51,2053378951384072424,,50.0,3335641.0
2025-07-07 06:17:33.000,2025-07-07 06:17:56,2053384758888726760,,42.0,3336011.0
2025-07-07 06:18:33.000,2025-07-07 06:18:56,2053385010807013608,,17.481032428528216,3336054.0
2025-07-07 10:44:18.000,2025-07-07 10:45:10,2053452008631025896,,20.0,3336259.0
2025-07-07 10:47:19.000,2025-07-07 10:48:12,2053452772497490152,,20.603505219554656,3336361.0
2025-07-07 12:00:02.000,2025-07-07 12:01:16,2053471162448707816,,31.450671967503567,3336394.0
2025-07-07 12:01:03.000,2025-07-07 12:02:16,2053471414815572200,,45.0,3336497.0
2025-07-07 15:00:59.000,2025-07-07 15:01:30,2053516519660404968,,22.0,3337162.0
2025-07-07 15:07:02.000,2025-07-07 15:07:36,2053518051881648360,,0.463000117293363,3337500.0
2025-07-07 15:13:05.000,2025-07-07 15:13:41,2053519583234769128,,15.000000000000002,3337822.0
2025-07-07 15:43:48.000,2025-07-07 15:44:38,2053527375378972904,,75.0,3338337.0
2025-07-07 17:02:36.000,2025-07-07 17:03:21,2053547183088763112,,0.0,3339506.0
2025-07-07 17:23:42.000,2025-07-07 17:24:59,2053552625995104488,,22.08880959583177,3340894.0
2025-07-08 04:59:34.000,2025-07-08 05:00:24,2053727635065995496,,43.0,3345057.0
2025-07-08 05:40:03.000,2025-07-08 05:41:05,2053737871373877480,,39.0,3345508.0
2025-07-08 05:45:04.001,2025-07-08 05:46:09,2053739148367380712,,84.0,3346091.0
2025-07-08 05:51:08.000,2025-07-08 05:52:15,2053740684568969448,,22.0,3346592.0
2025-07-08 06:11:33.000,2025-07-08 06:12:26,2053745763355361512,,75.0,3346916.0
2025-07-08 06:17:36.000,2025-07-08 06:18:32,2053747297250083048,,49.0,3347196.0
2025-07-08 06:27:38.000,2025-07-08 06:28:40,2053749846099132648,,67.0,3348821.0
