time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL_LEVEL (%),speed_kmh,fuel_value
2025-07-23 12:41:28.000,2025-07-23 12:42:34,2059279758943895814,,,0.1666800422256107,0.0
2025-07-26 09:04:30.000,2025-07-26 09:05:44,2060312355950035206,,20.0,34.0,1400.0
2025-07-26 09:09:32.000,2025-07-26 09:10:48,2060313632926859526,,20.0,67.0,1760.0
2025-07-26 09:14:33.000,2025-07-26 09:15:53,2060314909664608518,,19.0,74.0,2180.0
2025-07-26 09:25:38.000,2025-07-26 09:28:32,2060318092759810310,,19.0,74.0,3110.0
2025-07-26 09:36:42.000,2025-07-26 09:37:40,2060320391800668422,,18.0,9.0,3720.0
2025-07-26 09:41:44.000,2025-07-26 09:42:44,2060321668403855622,,17.0,102.0,4080.0
2025-07-26 09:46:44.000,2025-07-26 09:47:48,2060322941173776646,,17.0,65.0,4410.0
2025-07-28 03:26:53.000,2025-07-28 03:27:18,2060951964346515718,,16.0,70.0,4930.0
2025-07-28 03:31:54.000,2025-07-28 03:33:04,2060953411980935430,,15.0,40.0,5480.0
2025-07-28 03:32:55.000,2025-07-28 03:34:05,2060953668093509894,,15.0,23.26668189422608,5540.0
2025-07-28 03:42:59.000,2025-07-28 03:43:32,2060956046461141254,,32.0,94.0,5800.0
2025-07-28 04:25:12.000,2025-07-28 04:25:46,2060966674848432390,,26.0,97.0,10530.0
2025-07-28 04:36:16.000,2025-07-28 04:36:54,2060969478904496390,,25.0,14.0,11210.0
2025-07-28 05:07:24.000,2025-07-28 05:08:03,2060977317332926726,,22.0,94.0,14170.0
2025-07-28 05:48:36.000,2025-07-28 05:49:42,2060987800752292102,,14.000000000000002,109.0,21160.0
2025-07-28 05:53:37.000,2025-07-28 05:54:47,2060989079067033862,,13.0,121.0,21940.0
2025-07-28 05:58:38.000,2025-07-28 05:59:52,2060990358417834246,,12.0,60.00000000000001,22590.0
2025-07-28 06:04:41.000,2025-07-28 06:05:58,2060991890303500550,,12.0,16.0,22700.0
2025-07-28 06:25:48.000,2025-07-28 06:26:58,2060997176246436102,,10.0,18.436664670621717,23360.0
2025-07-28 06:26:48.000,2025-07-28 06:28:03,2060997449970958598,,10.0,16.0,23410.0
2025-07-28 06:32:51.000,2025-07-28 06:34:02,2060998957542179078,,9.0,48.0,23820.0
2025-07-28 06:35:52.000,2025-07-28 06:37:05,2060999722545496326,,9.0,24.716798261588895,24030.0
2025-07-28 06:53:52.000,2025-07-28 06:54:55,2061004210224283910,,9.0,0.0,24090.0
2025-07-28 08:01:17.000,2025-07-28 08:02:22,2061021186367684870,,9.0,71.0,24260.0
2025-07-28 08:08:21.000,2025-07-28 08:09:28,2061022970385580294,,9.0,58.0,24440.0
2025-07-28 08:11:22.000,2025-07-28 08:12:30,2061023736835899654,,8.0,24.2630581466414,25010.0
