time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),speed_kmh,fuel_value
2025-07-01 04:49:09.000,2025-07-01 04:49:51,2051188263494091047,,46.95191589448536,56659.0
2025-07-01 04:56:11.000,2025-07-01 04:56:53,2051190035927187751,,33.0,57400.0
2025-07-01 05:18:20.000,2025-07-01 05:19:08,2051195633804525863,,58.0,58829.0
2025-07-01 05:21:21.000,2025-07-01 05:22:11,2051196402872090919,,33.936056597134346,59264.0
2025-07-01 05:28:22.000,2025-07-01 05:29:47,2051198312903950631,,70.0,60102.0
2025-07-01 15:09:27.000,2025-07-01 15:10:19,2051344408737218855,,88.0,61547.0
2025-07-01 15:11:28.000,2025-07-01 15:12:44,2051345018521780519,,42.003370640853895,61603.0
2025-07-01 15:14:29.000,2025-07-01 15:15:47,2051345786800718119,,78.44518387277992,61844.0
2025-07-01 15:31:34.000,2025-07-01 15:32:59,2051350113452097831,,21.718409501997076,63410.99999999999
2025-07-02 05:22:28.000,2025-07-02 05:23:10,2051559036696150311,,34.65278077870446,67324.0
2025-07-02 05:28:30.000,2025-07-02 05:29:26,2051560615041941799,,81.0,68435.0
2025-07-02 15:14:32.000,2025-07-02 15:15:40,2051708143523610919,,36.0,70709.0
2025-07-02 15:26:35.000,2025-07-02 15:27:38,2051711157600829735,,72.0,71651.0
2025-07-02 15:32:37.000,2025-07-02 15:33:53,2051712729424593191,,57.0,72358.0
2025-07-02 15:35:38.000,2025-07-02 15:36:55,2051713494008496423,,22.009173575657307,72536.0
2025-07-02 15:42:42.000,2025-07-02 15:44:01,2051715280744235303,,24.718650262058063,72890.0
2025-07-02 15:44:43.000,2025-07-02 15:45:36,2051715678880137511,,9.602622432664347,73003.0
2025-07-03 05:30:31.000,2025-07-03 05:31:30,2051923523466805543,,72.0,73861.0
2025-07-03 05:32:31.000,2025-07-03 05:33:32,2051924032109986087,,40.305086210621845,74002.0
2025-07-03 05:37:34.000,2025-07-03 05:38:42,2051925335305634087,,59.0,74381.0
2025-07-03 05:49:39.000,2025-07-03 05:50:43,2051928356164763943,,36.0,75558.0
2025-07-03 06:00:42.000,2025-07-03 06:02:33,2051931336423391527,,93.0,77512.0
2025-07-03 15:04:40.000,2025-07-03 15:05:44,2052068034415182119,,84.0,78649.0
2025-07-03 15:09:41.000,2025-07-03 15:10:14,2052069164415992103,,58.0,79123.0
2025-07-03 15:16:45.000,2025-07-03 15:17:20,2052070952468185383,,52.0,79632.0
2025-07-03 15:20:48.000,2025-07-03 15:21:25,2052071977233367335,,79.14894405106584,79811.0
2025-07-03 15:25:48.000,2025-07-03 15:26:31,2052073260988023079,,50.18550871366221,80201.0
2025-07-03 15:28:50.000,2025-07-03 15:29:56,2052074123798184231,,40.0,80397.0
2025-07-03 15:38:55.000,2025-07-03 15:39:42,2052076581970755879,,82.652928938742,81055.0
2025-07-04 03:47:18.000,2025-07-04 03:47:41,2052259784400797991,,75.0,81876.0
2025-07-04 03:59:22.000,2025-07-04 03:59:54,2052262856971583783,,43.0,82592.0
2025-07-04 04:04:23.000,2025-07-04 04:04:57,2052264127250006311,,68.0,83094.0
2025-07-04 04:09:24.000,2025-07-04 04:10:02,2052265406105895207,,39.0,83484.0
2025-07-04 04:11:25.000,2025-07-04 04:12:04,2052265918414930215,,27.611474994907,83593.0
2025-07-04 04:20:29.000,2025-07-04 04:22:07,2052268448620331303,,84.0,84872.0
