time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),speed_kmh,fuel_value
2025-07-01 04:43:00.000,2025-07-01 04:44:07,2051186821873877220,,16.0,3308609.0
2025-07-01 04:46:06.000,2025-07-01 04:47:09,2051187587128885476,,78.0,3309002.0
2025-07-01 04:50:07.000,2025-07-01 04:51:12,2051188606214619364,,69.7611536728256,3309564.0
2025-07-01 04:51:07.000,2025-07-01 04:52:13,2051188860406202596,,56.0,3309664.0
2025-07-01 04:52:07.000,2025-07-01 04:53:14,2051189116808216804,,20.425713174514005,3309722.0
2025-07-01 06:08:04.000,2025-07-01 06:08:39,2051208094746329316,,83.0,3311312.0
2025-07-01 06:13:05.000,2025-07-01 06:13:44,2051209373119742180,,84.0,3312029.0
2025-07-01 06:14:06.000,2025-07-01 06:14:44,2051209626368000228,,39.3735299746276,3312071.0
2025-07-01 06:19:07.000,2025-07-01 06:19:49,2051210904594350308,,91.0,3312815.0
2025-07-01 06:35:12.000,2025-07-01 06:36:33,2051215116061376740,,86.0,3315327.0
2025-07-01 06:41:15.000,2025-07-01 06:42:08,2051216521841967332,,48.0,3315930.0
2025-07-01 07:03:44.000,2025-07-01 07:04:46,2051222215600406756,,0.0,3316221.0
2025-07-02 05:05:59.000,2025-07-02 05:06:57,2051554954212032740,,80.0,3323290.0
2025-07-02 05:09:01.000,2025-07-02 05:09:59,2051555718250692836,,16.53836418971893,3323507.0
2025-07-02 05:17:03.000,2025-07-02 05:17:43,2051557663208374500,,35.0,3323586.0
2025-07-02 05:49:54.000,2025-07-02 05:50:33,2051565928180777188,,108.0,3324622.0
2025-07-02 05:54:55.000,2025-07-02 05:55:36,2051567199658901732,,105.0,3325603.0
2025-07-02 06:05:58.000,2025-07-02 06:07:13,2051570122857906404,,103.0,3327695.0
2025-07-02 06:10:59.000,2025-07-02 06:12:16,2051571395011281124,,107.0,3328735.0
2025-07-02 06:16:00.000,2025-07-02 06:17:20,2051572668980789476,,113.0,3329666.0
2025-07-02 06:21:01.000,2025-07-02 06:21:52,2051573810335301860,,41.0,3330264.0
2025-07-02 13:47:44.000,2025-07-02 13:48:13,2051686135348150500,,17.918104539253154,3330574.0
2025-07-02 13:48:45.000,2025-07-02 13:50:41,2051686757053087972,,75.0,3330699.0
2025-07-02 13:56:49.000,2025-07-02 13:57:46,2051688542039605476,,105.9325748362523,3332478.0
2025-07-02 13:59:50.000,2025-07-02 14:00:49,2051689306820608228,,89.84795076148087,3333019.0
2025-07-02 14:09:55.000,2025-07-02 14:10:57,2051691857611915492,,3.0,3334858.0
2025-07-02 14:50:32.000,2025-07-02 14:51:02,2051701946338967780,,121.3004747294536,3341164.0
2025-07-02 14:53:35.000,2025-07-02 14:54:05,2051702712072110308,,56.39897028773914,3342018.0
2025-07-02 15:02:39.000,2025-07-02 15:03:12,2051705008944546020,,67.0,3342892.0
2025-07-02 15:29:37.000,2025-07-02 15:30:51,2051711964987539684,,118.0,3343622.0
2025-07-02 15:41:57.000,2025-07-02 15:43:00,2051715022786167012,,0.0,3344025.0
2025-07-04 10:20:27.000,2025-07-04 10:21:24,2052358866326323428,,10.339718619395386,3345904.0
2025-07-04 10:24:29.000,2025-07-04 10:25:28,2052359887048065252,,74.0,3346265.0
2025-07-04 10:34:50.000,2025-07-04 10:35:53,2052362508915720420,,0.0,3346416.0
2025-07-07 04:56:33.000,2025-07-07 04:57:36,2053364541118660836,,31.578459999876532,3346729.0
2025-07-07 14:43:01.000,2025-07-07 14:43:31,2053511992504975588,,7.0,3347698.0
2025-07-08 04:53:36.000,2025-07-08 04:54:34,2053726165205680356,,91.74254724144532,3348187.0
2025-07-08 13:32:59.000,2025-07-08 13:35:23,2053857233246224612,,40.99403038515437,3348450.0
2025-07-08 13:47:02.000,2025-07-08 13:47:32,2053860292118872292,,84.0,3349731.0
2025-07-08 13:53:06.000,2025-07-08 13:53:28,2053861783601070308,,20.273849136041783,3349807.0
2025-07-08 13:54:07.000,2025-07-08 13:54:28,2053862038647849188,,84.0,3349983.0
2025-07-08 14:00:09.000,2025-07-08 14:00:34,2053863570781077732,,20.420157173106485,3350342.0
2025-07-08 14:03:11.000,2025-07-08 14:03:37,2053864338817171684,,23.101853852469645,3350514.0
2025-07-08 14:39:32.000,2025-07-08 14:40:35,2053873644366512356,,30.537635736201057,3350697.0
2025-07-08 14:43:34.000,2025-07-08 14:44:39,2053874667374002404,,73.0,3351233.0
2025-07-08 14:54:36.000,2025-07-08 14:55:50,2053877479587840228,,53.0,3352213.0
2025-07-08 15:03:50.000,2025-07-08 15:04:53,2053879759040970980,,0.0,3352248.0
2025-07-10 05:05:24.000,2025-07-10 05:06:22,2054453913281069284,,47.0,3354311.0
2025-07-11 10:01:31.000,2025-07-11 10:02:21,2054890787392880868,,24.35195416916172,3355519.0
2025-07-11 10:18:27.000,2025-07-11 10:19:31,2054895104472154340,,0.0,3356047.0
2025-07-15 14:42:25.001,2025-07-15 14:43:26,2056411074495906020,,0.0,3356903.0
2025-07-15 14:56:29.000,2025-07-15 14:57:36,2056414640786817252,,23.2722378956336,3357996.0
2025-07-15 14:58:29.000,2025-07-15 14:59:38,2056415149903855844,,66.0,3358168.0
2025-07-16 04:29:00.000,2025-07-16 04:29:24,2056618934861840612,,103.0,3360124.0
