time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-01 05:39:37.000,2025-07-01 05:40:43,2051201066472587492,,,0.0,2881840.0
2025-07-01 05:40:38.000,2025-07-01 05:41:44,2051201320089911524,,,34.0,2881870.0
2025-07-01 05:45:41.000,2025-07-01 05:46:46,2051202587633434852,,,21.470241439127832,2882000.0
2025-07-01 05:56:43.000,2025-07-01 05:57:38,2051205321837363428,,,17.490292430874085,2882180.0
2025-07-01 06:10:49.000,2025-07-01 06:11:53,2051208907547771108,,,126.0,2882800.0
2025-07-01 06:16:52.000,2025-07-01 06:17:57,2051210435616620772,,,123.0,2883630.0
2025-07-01 06:29:58.000,2025-07-01 06:31:08,2051213755492090084,,,121.0,2886280.0
2025-07-01 06:38:00.000,2025-07-01 06:39:09,2051215769408553188,,,110.7255520504732,2887570.0
2025-07-01 06:47:02.000,2025-07-01 06:48:17,2051218068658569444,,,14.0,2888720.0
2025-07-01 07:12:12.000,2025-07-01 07:12:40,2051224206984904932,,,40.0,2889680.0
2025-07-01 07:24:17.000,2025-07-01 07:24:55,2051227286384885988,,,51.0,2890510.0
2025-07-01 07:30:18.000,2025-07-01 07:31:00,2051228817711939812,,,28.246711155833495,2890760.0
2025-07-01 08:34:32.000,2025-07-01 08:35:46,2051245117850779876,,,36.0,2890970.0
2025-07-01 08:44:35.000,2025-07-01 08:45:56,2051247676137144548,,,75.57273114509188,2891600.0
2025-07-01 08:51:37.002,2025-07-01 08:52:00,2051249205040824548,,,133.0,2892610.0
2025-07-01 09:16:48.000,2025-07-01 09:17:42,2051255672263393508,,,60.00000000000001,2894890.0
2025-07-01 09:27:51.000,2025-07-01 09:28:35,2051258410296508644,,,131.0,2896110.0
2025-07-01 09:44:57.000,2025-07-01 09:45:48,2051262743503339748,,,129.10295270608134,2899090.0
2025-07-01 09:47:59.000,2025-07-01 09:48:52,2051263512580030692,,,129.2659287473686,2899570.0
2025-07-01 09:51:00.000,2025-07-01 09:51:53,2051264273946067172,,,91.84996326865736,2899860.0
2025-07-01 09:54:02.000,2025-07-01 09:54:55,2051265038383120612,,,129.0714686981054,2900390.0
2025-07-01 09:57:04.000,2025-07-01 09:57:59,2051265807509438692,,,98.35048491545618,2900820.0
2025-07-01 10:03:05.000,2025-07-01 10:04:05,2051267342595457252,,,77.0,2901210.0
2025-07-01 10:24:15.001,2025-07-01 10:24:52,2051272575031640292,,,2.0,2901860.0
2025-07-01 11:11:28.000,2025-07-01 11:12:47,2051284634834075876,,,7.0,2902360.0
2025-07-01 12:12:08.000,2025-07-01 12:12:44,2051299721128984804,,,2.0,2903610.0
2025-07-01 13:15:40.000,2025-07-01 13:16:31,2051315772562702564,,,23.0,2904220.0
2025-07-01 17:46:05.000,2025-07-01 17:47:26,2051383951708127460,,67.0,45.0,2904670.0
2025-07-02 02:50:54.000,2025-07-02 02:51:30,2051520867577643236,,,22.0,2905640.0
2025-07-02 03:14:01.000,2025-07-02 03:14:52,2051526747207319780,,,146.0,2907830.0
2025-07-02 03:21:04.000,2025-07-02 03:22:00,2051528542516347108,,,143.65782439331554,2909080.0
2025-07-02 03:24:04.000,2025-07-02 03:25:02,2051529306663993572,,,143.64856439096965,2909800.0
2025-07-02 03:25:04.000,2025-07-02 03:26:03,2051529564362080484,,,146.0,2910040.0
2025-07-02 04:21:24.000,2025-07-02 04:21:52,2051543608263475428,,,139.0,2921980.0
2025-07-02 04:38:31.000,2025-07-02 04:39:08,2051547954006999268,,,147.0,2925600.0
