time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL_LEVEL (%),speed_kmh,fuel_value
2025-07-01 03:45:48.000,2025-07-01 03:46:41,2051172369682284780,,100.0,70.0,4686740.0
2025-07-01 03:49:49.000,2025-07-01 03:50:46,2051173395525091564,,100.0,40.17915017871805,4687170.0
2025-07-01 03:50:49.000,2025-07-01 03:51:45,2051173641839755500,,100.0,83.0,4687260.0
2025-07-01 03:55:50.000,2025-07-01 03:56:48,2051174915419209964,,100.0,74.0,4687720.0
2025-07-01 04:00:52.000,2025-07-01 04:01:52,2051176189757784300,,100.0,69.0,4687840.0
2025-07-01 04:02:52.000,2025-07-01 04:03:54,2051176701693559020,,100.0,97.75599276485153,4688060.0
2025-07-01 04:10:54.000,2025-07-01 04:11:27,2051178601122185452,,100.0,146.0,4689530.0
2025-07-01 04:20:57.000,2025-07-01 04:21:34,2051181146872185068,,100.0,147.0,4690540.0
2025-07-01 04:25:58.000,2025-07-01 04:26:38,2051182421621129452,,100.0,141.0,4691390.0
2025-07-01 04:31:00.000,2025-07-01 04:31:44,2051183707376632044,,100.0,147.0,4692360.0
2025-07-01 05:01:09.000,2025-07-01 05:01:31,2051191201901773036,,100.0,19.0,4698630.0
2025-07-01 05:10:27.000,2025-07-01 05:11:21,2051193677082083564,,100.0,4.0,4698650.0
2025-07-01 05:15:28.000,2025-07-01 05:17:53,2051195318845866220,,100.0,81.0,4699370.0
2025-07-01 05:17:28.000,2025-07-01 05:17:53,2051195318846243052,,100.0,89.86647076617261,4699580.0
2025-07-01 05:20:29.000,2025-07-01 05:20:55,2051196083643728108,,100.0,102.0,4699850.0
2025-07-01 05:25:30.000,2025-07-01 05:25:59,2051197357676232940,,100.0,45.0,4700090.0
2025-07-01 10:27:29.000,2025-07-01 10:28:35,2051273508717134060,,100.0,0.0,4700450.0
2025-07-01 10:32:30.000,2025-07-01 10:33:57,2051274859450794220,,100.0,45.0,4700680.0
2025-07-01 10:37:31.000,2025-07-01 10:38:42,2051276057595642092,,100.0,111.0,4701300.0
2025-07-01 10:42:33.000,2025-07-01 10:43:48,2051277337542033644,,100.0,125.51377579682324,4702040.0
2025-07-01 10:47:34.000,2025-07-01 10:48:50,2051278604523798764,,100.0,136.0,4703090.0
2025-07-01 10:52:36.000,2025-07-01 10:53:54,2051279880414298348,,100.0,91.0,4703860.0
2025-07-01 10:57:37.000,2025-07-01 10:58:58,2051281157357601004,,100.0,124.0,4704560.0
2025-07-01 11:02:38.000,2025-07-01 11:03:01,2051282177051820268,,100.0,135.0,4705570.0
2025-07-01 11:03:38.000,2025-07-01 11:04:02,2051282432627458284,,100.0,89.58681869532741,4705700.0
2025-07-01 11:07:40.000,2025-07-01 11:08:06,2051283453512679660,,100.0,146.0,4706260.0
2025-07-01 11:12:41.000,2025-07-01 11:13:10,2051284727326998764,,100.0,130.0,4707050.0
2025-07-01 11:17:43.000,2025-07-01 11:18:13,2051286000612770028,,100.0,145.0,4708170.0
2025-07-01 11:22:44.000,2025-07-01 11:23:19,2051287284778696940,,100.0,117.0,4708910.0
2025-07-01 11:27:46.000,2025-07-01 11:28:21,2051288550917374188,,100.0,117.0,4709790.0
2025-07-01 11:43:50.000,2025-07-01 11:45:15,2051292805334565100,,100.0,36.743689308401294,4710820.0
2025-07-01 11:53:54.000,2025-07-01 11:54:17,2051295076860199148,,100.0,107.0,4712720.0
2025-07-01 11:58:55.000,2025-07-01 11:59:21,2051296352876544236,,100.0,64.0,4713050.0
2025-07-01 12:04:57.000,2025-07-01 12:05:26,2051297883902345452,,100.0,32.0,4713290.0
2025-07-01 12:09:59.000,2025-07-01 12:10:29,2051299155623657708,,100.0,85.0,4714030.0
2025-07-01 12:15:01.000,2025-07-01 12:15:34,2051300434336989420,,100.0,92.0,4714520.0
2025-07-02 10:28:50.000,2025-07-02 10:29:22,2051636092771369196,,100.0,64.0,4715600.0
2025-07-02 10:33:51.000,2025-07-02 10:34:26,2051637368859099372,,100.0,0.0,4715850.0
2025-07-02 10:42:16.000,2025-07-02 10:43:19,2051639606746562796,,100.0,0.0,4715850.0
2025-07-03 04:02:59.000,2025-07-03 04:03:54,2051901475520545004,,100.0,106.20667090568998,4718860.0
2025-07-03 04:16:02.000,2025-07-03 04:17:04,2051904790161637612,,100.0,141.0427997308426,4720090.0
2025-07-03 04:19:03.000,2025-07-03 04:20:10,2051905568603390188,,100.0,148.5359936291184,4720690.0
2025-07-03 08:06:31.000,2025-07-03 08:07:29,2051962775948837100,,100.0,30.73209578546427,4721250.0
2025-07-03 08:09:31.000,2025-07-03 08:11:03,2051963674922516716,,100.0,84.0,4721500.0
2025-07-03 08:14:32.000,2025-07-03 08:19:22,2051965765657247980,,100.0,64.0,4721790.0
2025-07-03 08:20:35.000,2025-07-03 08:21:23,2051966276003283180,,100.0,2.0,4721910.0
2025-07-03 10:03:36.000,2025-07-03 10:04:39,2051992261675221228,,100.0,0.0,4726900.0
2025-07-03 13:38:42.000,2025-07-03 13:39:44,2052046390112059628,,100.0,51.98009716829129,4728610.0
2025-07-03 13:43:43.000,2025-07-03 13:44:50,2052047672746983660,,100.0,77.98403575595573,4728870.0
2025-07-03 13:45:45.000,2025-07-03 13:48:47,2052048665618661612,,100.0,65.0,4729000.0
2025-07-03 13:50:45.000,2025-07-03 13:51:49,2052049429334065388,,100.0,81.0,4729460.0
2025-07-03 13:55:47.000,2025-07-03 13:56:52,2052050700807962860,,100.0,78.0,4729860.0
2025-07-03 14:47:03.000,2025-07-03 14:47:29,2052063439161131244,,100.0,38.0,4730420.0
2025-07-03 14:52:04.000,2025-07-03 14:53:15,2052064891031814380,,100.0,70.0,4730730.0
2025-07-03 14:57:05.000,2025-07-03 14:58:17,2052066156574965996,,100.0,40.0,4731190.0
2025-07-03 15:10:14.000,2025-07-03 16:53:32,2052095162934395116,,100.0,0.0,100.0
2025-07-03 16:57:37.000,2025-07-03 16:58:36,2052096437197537516,,100.0,60.99999999999999,4731770.0
2025-07-03 17:02:38.000,2025-07-03 17:03:40,2052097712404332780,,100.0,73.0,4731980.0
