time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),speed_kmh,fuel_value
2025-07-01 05:20:26.000,2025-07-01 05:21:00,2051196102887391494,,26.80029878940903,140030.0
2025-07-01 06:42:16.000,2025-07-01 06:43:13,2051216792659034374,,44.25355121089964,141130.0
2025-07-01 06:44:18.000,2025-07-01 06:45:13,2051217299028967686,,0.0,141170.0
2025-07-01 06:51:21.000,2025-07-01 06:52:21,2051219091045286150,,46.0,141350.0
2025-07-01 06:57:24.000,2025-07-01 06:58:26,2051220623161606406,,87.0,141700.0
2025-07-01 07:02:25.000,2025-07-01 07:03:37,2051221927137132806,,92.0,142040.0
2025-07-01 07:09:28.000,2025-07-01 07:10:37,2051223689709486342,,74.0,142200.0
2025-07-01 08:58:36.000,2025-07-01 08:59:37,2051251121715986694,,14.0,143120.0
2025-07-01 09:03:37.000,2025-07-01 09:04:40,2051252390673481990,,101.0,143460.0
2025-07-01 09:06:37.000,2025-07-01 09:07:43,2051253157840847110,,107.66049127399113,143640.0
2025-07-01 09:09:39.000,2025-07-01 09:10:45,2051253923469082886,,66.33124880391637,143880.0
2025-07-01 09:20:42.000,2025-07-01 09:21:33,2051256641743061254,,18.04404057115695,144410.0
2025-07-01 09:45:07.000,2025-07-01 09:46:10,2051262835811483910,,0.0,144580.0
2025-07-01 18:13:45.000,2025-07-01 18:14:45,2051390824519844102,,95.0,145640.0
2025-07-01 18:26:49.000,2025-07-01 18:27:57,2051394146777874694,,12.313951119534286,146560.0
2025-07-02 05:12:39.000,2025-07-02 05:13:45,2051556667744616710,,65.0,147600.0
2025-07-02 05:18:41.000,2025-07-02 05:19:51,2051558200783929606,,50.0,147750.0
2025-07-02 05:29:45.000,2025-07-02 05:31:01,2051561012649279750,,106.6585590201683,148230.0
2025-07-02 05:30:46.000,2025-07-02 05:32:02,2051561268971569414,,99.0,148310.0
2025-07-02 05:36:47.000,2025-07-02 05:38:08,2051562804820836614,,0.0,148470.0
2025-07-02 05:41:48.000,2025-07-02 05:42:12,2051563826196971782,,68.0,148670.0
2025-07-02 18:42:52.000,2025-07-02 18:43:52,2051760540426076422,,88.25152635705335,149530.0
2025-07-02 18:58:58.000,2025-07-02 19:00:07,2051764628685340934,,84.0,150370.0
2025-07-02 19:05:00.000,2025-07-02 19:06:14,2051766168582193414,,0.0,150570.0
2025-07-03 04:23:38.000,2025-07-03 04:24:23,2051906629456199942,,27.0,151260.0
2025-07-03 04:36:43.000,2025-07-03 04:37:35,2051909952708133126,,43.0,151570.0
2025-07-03 04:41:43.000,2025-07-03 04:42:39,2051911227294220550,,22.0,151670.0
2025-07-03 04:47:46.002,2025-07-03 04:48:44,2051912757573550342,,18.0,151780.0
2025-07-03 04:53:49.000,2025-07-03 04:54:49,2051914289710842118,,0.0,151940.0
2025-07-03 04:59:50.000,2025-07-03 05:00:54,2051915822728773894,,18.0,152190.0
2025-07-03 05:28:03.000,2025-07-03 05:28:53,2051922862129938694,,44.0,152580.0
2025-07-03 17:34:18.000,2025-07-03 17:34:54,2052105571410493702,,42.0,152860.0
2025-07-03 17:46:22.000,2025-07-03 17:47:04,2052108634439254278,,13.0,153200.0
2025-07-03 17:52:25.000,2025-07-03 17:53:11,2052110171093811462,,42.11634266947348,153260.0
2025-07-03 18:00:29.000,2025-07-03 18:01:18,2052112214143533318,,9.0,153460.0
2025-07-03 18:01:30.000,2025-07-03 18:02:18,2052112467814891782,,16.0,153490.0
2025-07-03 18:14:35.000,2025-07-03 18:15:32,2052115799237296390,,26.0,153720.0
2025-07-03 18:21:38.000,2025-07-03 18:22:38,2052117583649390854,,21.0,153850.0
2025-07-03 18:30:43.000,2025-07-03 18:31:45,2052119877694849286,,7.0,154160.0
2025-07-03 18:37:47.000,2025-07-03 18:38:51,2052121664665239814,,20.375709161846324,154360.0
2025-07-04 05:31:04.000,2025-07-04 05:32:52,2052286252186878214,,65.0,156210.0
2025-07-04 15:07:27.000,2025-07-04 15:08:21,2052431078911738118,,14.990091797489924,156510.0
2025-07-04 15:19:33.000,2025-07-04 15:20:31,2052434142217568518,,50.0,156750.0
2025-07-04 16:12:38.000,2025-07-04 16:13:01,2052447351897112838,,78.0,157380.0
2025-07-04 16:35:47.000,2025-07-04 16:36:23,2052453234760564998,,42.0,158550.0
2025-07-04 16:41:50.000,2025-07-04 16:42:29,2052454768936534278,,13.873335514578333,158850.0
2025-07-04 16:57:31.000,2025-07-04 16:58:35,2052458819396681990,,0.0,158940.0
2025-07-07 05:41:15.000,2025-07-07 05:42:19,2053375793584800006,,22.0,159520.0
2025-07-07 05:47:18.000,2025-07-07 05:48:24,2053377324870533382,,57.0,159730.0
2025-07-07 18:21:15.000,2025-07-07 18:21:55,2053566953008742662,,9.341490366510891,160740.0
2025-07-07 18:25:16.000,2025-07-07 18:25:54,2053567958311174406,,90.0,160910.0
2025-07-07 18:30:17.000,2025-07-07 18:30:59,2053569237007548678,,81.0,161210.0
2025-07-07 18:35:18.000,2025-07-07 18:36:03,2053570511220392198,,86.0,161470.0
2025-07-07 18:41:22.000,2025-07-07 18:42:08,2053572043848646918,,31.88218807682098,161760.0
2025-07-07 18:50:25.000,2025-07-07 18:51:16,2053574342368936198,,12.21023909326057,161930.0
2025-07-07 18:53:26.000,2025-07-07 18:54:19,2053575109544935686,,75.0,162030.0
2025-07-08 05:13:16.000,2025-07-08 05:13:43,2053730987120197894,,89.0,162770.0
2025-07-08 05:40:28.000,2025-07-08 05:41:15,2053737914185187590,,14.0,163950.0
2025-07-08 19:41:29.000,2025-07-08 19:42:30,2053949621905998086,,24.864958299122772,164910.0
2025-07-08 19:46:29.000,2025-07-08 19:47:35,2053950901286174982,,90.0,165140.0
2025-07-08 19:52:32.000,2025-07-08 19:53:34,2053952406190031110,,46.0,165200.0
2025-07-08 19:58:34.000,2025-07-08 19:59:40,2053953942953509126,,30.000000000000004,165530.0
2025-07-09 04:43:40.000,2025-07-09 04:44:00,2054085896902623494,,67.0,165700.0
2025-07-09 04:49:42.000,2025-07-09 04:50:07,2054087434152657158,,34.0,165900.0
2025-07-09 04:56:45.001,2025-07-09 04:57:14,2054089226642800902,,33.0,166110.0
2025-07-09 05:03:47.000,2025-07-09 05:04:21,2054091016834892038,,85.77540172976845,166490.0
2025-07-09 07:09:59.000,2025-07-09 07:11:08,2054122922041164038,,86.0,167400.0
2025-07-09 07:16:01.000,2025-07-09 07:17:15,2054124459878514950,,69.0,167530.0
2025-07-09 07:21:02.000,2025-07-09 07:22:19,2054125736591098118,,107.0,167870.0
2025-07-09 07:33:06.000,2025-07-09 07:33:30,2054128550201884934,,45.0,168580.0
2025-07-09 07:35:07.000,2025-07-09 07:35:32,2054129062955860230,,43.15531493267979,168660.0
2025-07-09 07:39:09.000,2025-07-09 07:40:33,2054130325982019846,,58.0,168810.0
2025-07-09 07:47:14.000,2025-07-09 07:47:38,2054132107898568966,,38.0,168950.0
2025-07-09 07:54:17.000,2025-07-09 07:54:49,2054133916083962118,,3.0,169080.0
2025-07-09 10:25:49.000,2025-07-09 10:26:44,2054172148314243334,,45.0,169280.0
2025-07-09 10:32:52.000,2025-07-09 10:33:52,2054173940749730054,,60.99999999999999,169550.0
2025-07-09 10:44:56.000,2025-07-09 10:46:01,2054177001631367430,,96.0,170140.0
2025-07-09 10:57:00.000,2025-07-09 10:58:12,2054180065842839814,,11.0,170750.0
2025-07-09 11:03:02.000,2025-07-09 11:04:18,2054181600047956230,,28.94861933365023,171020.0
2025-07-09 11:21:00.000,2025-07-09 11:22:03,2054186065664819462,,0.0,171160.0
2025-07-09 17:52:18.000,2025-07-09 17:53:12,2054284503493247238,,15.640143962169809,171170.0
2025-07-09 17:53:18.000,2025-07-09 17:54:14,2054284764961636614,,22.135109607561105,171220.0
2025-07-09 18:05:23.000,2025-07-09 18:06:25,2054287831811145990,,92.0,171920.0
2025-07-09 18:30:32.000,2025-07-09 18:31:26,2054294123946524934,,26.0,172360.0
2025-07-09 18:36:35.000,2025-07-09 18:37:31,2054295656285159686,,43.0,172670.0
2025-07-09 18:42:36.000,2025-07-09 18:43:38,2054297196051874054,,111.0,172990.0
2025-07-10 08:16:09.000,2025-07-10 08:17:03,2054501899301994758,,81.0,173490.0
2025-07-10 08:22:12.000,2025-07-10 08:23:08,2054503428998316294,,76.0,173820.0
2025-07-10 08:27:13.000,2025-07-10 08:28:12,2054504706734178566,,88.0,174120.0
2025-07-10 08:33:14.000,2025-07-10 08:34:19,2054506243602579718,,48.0,174350.0
2025-07-10 10:23:05.000,2025-07-10 10:23:59,2054533844794769670,,68.0,174690.0
2025-07-10 10:30:06.000,2025-07-10 10:30:56,2054535591470661894,,78.57852790656041,174970.0
2025-07-10 10:34:07.001,2025-07-10 10:35:05,2054536634725531910,,59.75664713835061,175150.0
2025-07-10 10:40:09.000,2025-07-10 10:41:10,2054538165452177670,,56.0,175410.0
2025-07-10 10:47:13.000,2025-07-10 10:48:16,2054539954511544582,,43.0,175780.0
2025-07-10 10:53:14.000,2025-07-10 10:54:22,2054541487399682310,,0.0,175980.0
2025-07-10 12:54:56.000,2025-07-10 12:56:33,2054572238778794246,,25.1909103816973,176070.0
2025-07-10 13:04:59.000,2025-07-10 13:05:42,2054574539002134790,,51.0,176890.0
2025-07-10 13:10:00.000,2025-07-10 13:10:47,2054575817723707654,,34.0,177090.0
2025-07-10 13:16:03.000,2025-07-10 13:16:57,2054577371893268742,,25.0,177280.0
2025-07-10 13:21:03.000,2025-07-10 13:21:35,2054578538350330118,,33.0,177400.0
2025-07-10 13:26:04.000,2025-07-10 13:26:39,2054579814257475846,,97.0,177700.0
2025-07-10 13:32:07.000,2025-07-10 13:32:46,2054581352170324230,,8.0,177980.0
2025-07-10 19:28:19.000,2025-07-10 19:28:44,2054670932727021830,,67.0,179910.0
2025-07-10 19:52:28.000,2025-07-10 19:53:29,2054677162098852102,,47.0,180860.0
2025-07-10 20:03:34.000,2025-07-10 20:04:17,2054679880154661126,,32.23592016643311,181150.0
2025-07-11 04:33:21.000,2025-07-11 04:34:18,2054808230739247366,,62.0,182140.0
2025-07-11 04:39:24.000,2025-07-11 04:40:24,2054809764860313862,,39.0,182340.0
2025-07-11 04:45:26.002,2025-07-11 04:46:30,2054811300671881478,,103.0,182570.0
2025-07-11 05:46:11.000,2025-07-11 05:47:14,2054826586028409094,,40.429170242056465,183320.0
2025-07-11 05:50:12.000,2025-07-11 05:51:19,2054827612848570630,,12.0,183350.0
2025-07-11 06:52:29.000,2025-07-11 06:53:28,2054843251843907846,,0.0,183530.0
2025-07-11 12:03:46.000,2025-07-11 12:04:24,2054921502742266118,,39.0,183780.0
2025-07-11 18:28:05.000,2025-07-11 18:29:08,2055018323254509830,,0.0,183890.0
2025-07-11 18:34:07.000,2025-07-11 18:35:01,2055019802061275398,,38.63087778648904,183960.0
2025-07-11 18:39:08.000,2025-07-11 18:40:05,2055021077377220870,,75.68940717464982,184300.0
2025-07-11 18:44:09.000,2025-07-11 18:45:09,2055022352772710662,,92.0,184680.0
2025-07-11 18:49:10.000,2025-07-11 18:50:13,2055023628671697158,,18.0,184940.0
2025-07-11 18:55:13.000,2025-07-11 18:56:19,2055025163182866694,,75.0,185180.0
2025-07-11 19:13:20.000,2025-07-11 19:13:58,2055029607211827462,,36.0,185650.0
2025-07-15 04:59:14.000,2025-07-15 04:59:43,2056264176426434822,,33.0,186330.0
2025-07-15 05:04:15.000,2025-07-15 05:04:46,2056265447489356038,,8.0,186530.0
2025-07-15 05:05:16.000,2025-07-15 05:05:48,2056265706794844422,,63.0,186570.0
2025-07-15 05:22:21.000,2025-07-15 05:23:02,2056270044526215430,,16.0,187380.0
2025-07-15 05:28:23.000,2025-07-15 05:30:09,2056271837490675974,,78.0,187660.0
2025-07-15 05:34:25.000,2025-07-15 05:34:53,2056273025842184454,,72.0,187960.0
2025-07-15 05:35:25.000,2025-07-15 05:36:17,2056273380407312646,,13.364035385555631,187980.0
2025-07-15 08:40:07.000,2025-07-15 08:41:27,2056319979808096518,,92.0,189060.0
2025-07-15 08:53:13.000,2025-07-15 08:53:59,2056323132029010182,,24.87421830146864,189910.0
2025-07-15 10:32:43.000,2025-07-15 10:33:47,2056348247462691078,,22.296233648379193,190050.0
2025-07-15 17:59:43.000,2025-07-15 18:00:49,2056460746098753798,,75.0,191310.0
2025-07-15 18:17:51.000,2025-07-15 18:18:30,2056465196339233030,,42.0,191600.0
2025-07-15 18:22:51.000,2025-07-15 18:23:33,2056466470950600966,,89.0,191840.0
2025-07-16 04:54:38.000,2025-07-16 04:55:28,2056625495597252870,,61.91237568446851,192450.0
2025-07-16 05:03:41.000,2025-07-16 05:04:54,2056627870138188038,,11.0,192780.0
2025-07-16 05:04:42.000,2025-07-16 05:05:55,2056628125055336710,,46.66300382129431,192800.0
2025-07-16 05:09:44.000,2025-07-16 05:10:59,2056629402409681158,,90.0,193030.0
2025-07-16 05:14:45.000,2025-07-16 05:16:03,2056630675448004870,,99.0,193360.0
2025-07-16 05:21:48.000,2025-07-16 05:23:09,2056632462812905734,,79.0,193610.0
2025-07-16 05:26:49.000,2025-07-16 05:27:12,2056633483656462598,,39.0,193790.0
2025-07-16 19:58:23.000,2025-07-16 19:59:29,2056852998407160070,,57.0,194920.0
2025-07-16 20:09:26.000,2025-07-16 20:10:40,2056855812269375750,,80.0,195310.0
2025-07-16 20:16:29.000,2025-07-16 20:17:39,2056857570538160390,,20.0,195560.0
2025-07-16 20:31:18.000,2025-07-16 20:32:21,2056861268773486854,,0.0,195640.0
2025-07-17 06:53:59.000,2025-07-17 06:54:54,2057017941249556742,,56.0,195800.0
2025-07-17 07:08:05.000,2025-07-17 07:08:36,2057021389701071110,,37.0,196180.0
2025-07-17 07:09:05.000,2025-07-17 07:09:47,2057021684275413254,,40.97365837999346,196230.0
2025-07-17 07:16:08.000,2025-07-17 07:16:43,2057023430888669446,,103.260138159235,196560.0
2025-07-17 07:25:10.000,2025-07-17 07:25:50,2057025723453096198,,75.0,196980.0
2025-07-17 17:46:43.000,2025-07-17 17:47:24,2057182148208804102,,94.0,197650.0
2025-07-17 17:48:44.000,2025-07-17 17:49:26,2057182659578249478,,70.78345793180935,197740.0
2025-07-17 17:56:45.000,2025-07-17 17:57:33,2057184702229610758,,38.76977782167705,198300.0
2025-07-17 17:57:46.000,2025-07-17 17:58:34,2057184958442864902,,54.0,198330.0
2025-07-17 18:03:48.000,2025-07-17 18:04:30,2057186451656966406,,80.0,198510.0
2025-07-17 18:17:55.000,2025-07-17 18:18:15,2057189912146706694,,32.93412434331151,198750.0
2025-07-17 18:27:58.000,2025-07-17 18:28:23,2057192460861669638,,18.432960669683368,199160.0
2025-07-17 18:28:59.000,2025-07-17 18:29:24,2057192717121077510,,31.0,199190.0
2025-07-17 18:29:59.000,2025-07-17 18:30:26,2057192975327789318,,28.0,199230.0
2025-07-18 06:08:52.000,2025-07-18 06:09:38,2057368937489891590,,41.0,199830.0
2025-07-18 06:13:53.000,2025-07-18 06:14:40,2057370202349306118,,83.07703704618272,199990.0
2025-07-18 06:14:53.000,2025-07-18 06:15:47,2057370482516230406,,107.14378314309174,200040.0
2025-07-18 18:13:46.000,2025-07-18 18:14:23,2057551324563751174,,70.0,201920.0
2025-07-18 18:18:47.000,2025-07-18 18:19:27,2057552600588550406,,88.0,202160.0
2025-07-18 18:51:56.000,2025-07-18 18:52:17,2057560864889979142,,94.0,203930.0
2025-07-18 19:03:01.000,2025-07-18 19:03:27,2057563671709876486,,87.0,204470.0
2025-07-18 19:08:01.000,2025-07-18 19:08:30,2057564946069389574,,87.0,204710.0
2025-07-18 19:14:04.000,2025-07-18 19:14:35,2057566474679615750,,96.0,204970.0
2025-07-18 19:15:04.000,2025-07-18 19:15:35,2057566728552218886,,82.03621278250725,205020.0
2025-07-18 19:19:05.000,2025-07-18 19:19:28,2057567703455990022,,78.63964392204313,205230.0
2025-07-18 19:20:06.000,2025-07-18 19:20:28,2057567957512700166,,59.0,205280.0
2025-07-19 13:53:43.000,2025-07-19 13:54:47,2057848381304209670,,92.0,206550.0
2025-07-19 14:00:48.000,2025-07-19 14:01:52,2057850163677954310,,74.0,206790.0
2025-07-19 15:08:00.000,2025-07-19 15:09:03,2057867073341833478,,40.0,207020.0
2025-07-19 15:20:04.000,2025-07-19 15:21:16,2057870145497366790,,73.0,207740.0
2025-07-20 05:53:11.000,2025-07-20 05:53:54,2058089752607113478,,112.0,208170.0
2025-07-20 05:59:12.000,2025-07-20 05:59:59,2058091285046149382,,98.0,208530.0
2025-07-20 06:21:19.000,2025-07-20 06:21:46,2058096766854889734,,45.0,209480.0
2025-07-20 07:36:53.000,2025-07-20 07:37:41,2058115872287179014,,44.0,209690.0
2025-07-20 07:41:54.003,2025-07-20 07:42:46,2058117149528162566,,48.083488181150344,209850.0
2025-07-20 07:42:55.000,2025-07-20 07:43:46,2058117403505754374,,65.0,209890.0
2025-07-20 08:04:00.000,2025-07-20 08:04:59,2058122740841496838,,85.56056967534433,211250.0
2025-07-20 08:07:02.000,2025-07-20 08:08:02,2058123507576979718,,41.20701043910931,211410.0
2025-07-20 08:18:52.000,2025-07-20 08:19:55,2058126500611277062,,0.0,211500.0
2025-07-20 16:23:51.000,2025-07-20 16:25:09,2058248612483170566,,40.0,211830.0
2025-07-20 16:28:53.000,2025-07-20 16:30:12,2058249884053586182,,66.0,212050.0
2025-07-20 16:39:56.000,2025-07-20 16:40:20,2058252433616044294,,58.0,212550.0
2025-07-20 16:42:58.000,2025-07-20 16:43:23,2058253200368353542,,26.12987461956824,212640.0
2025-07-20 16:46:59.000,2025-07-20 16:47:26,2058254221341606150,,81.11391654885887,212850.0
2025-07-20 16:52:01.000,2025-07-20 16:52:32,2058255502663762182,,76.0,213060.0
2025-07-20 17:09:06.000,2025-07-20 17:09:45,2058259837166567686,,83.0,213900.0
2025-07-20 17:26:12.000,2025-07-20 17:27:02,2058264185741050118,,90.0,214760.0
2025-07-20 18:18:26.000,2025-07-20 18:19:12,2058277313757528326,,55.0,217710.0
2025-07-20 18:29:28.000,2025-07-20 18:30:23,2058280126428283142,,17.0,217980.0
2025-07-21 07:56:00.000,2025-07-21 07:57:08,2058483152388817158,,35.4454369795107,218340.0
2025-07-21 08:13:06.000,2025-07-21 08:14:24,2058487498442621190,,0.0,219070.0
2025-07-21 08:35:11.000,2025-07-21 08:35:44,2058492866682208518,,21.0,219600.0
2025-07-21 08:51:16.000,2025-07-21 08:51:58,2058496953284641030,,50.0,220250.0
2025-07-21 09:05:21.000,2025-07-21 09:06:13,2058500538248544518,,21.07946934013223,220490.0
2025-07-21 10:29:42.000,2025-07-21 10:30:36,2058521773904838918,,42.0,220680.0
2025-07-21 10:40:48.000,2025-07-21 10:41:50,2058524599510941958,,0.4296641088482409,220940.0
2025-07-21 10:41:48.000,2025-07-21 10:42:51,2058524856802115846,,27.0,220980.0
2025-07-21 10:44:49.000,2025-07-21 10:45:52,2058525617892475142,,12.438035150968906,221060.0
2025-07-21 11:16:57.000,2025-07-21 11:17:45,2058533642103488774,,6.993153771598956,222360.0
2025-07-21 11:22:59.000,2025-07-21 11:23:51,2058535176182530310,,18.131084593208097,222570.0
2025-07-21 11:29:01.002,2025-07-21 11:29:57,2058536708332683526,,0.0,222740.0
2025-07-21 17:00:38.000,2025-07-21 17:01:38,2058620180195475718,,86.0,224340.0
2025-07-21 17:05:39.000,2025-07-21 17:06:41,2058621451988304134,,89.0,224600.0
2025-07-21 17:31:35.000,2025-07-21 17:32:51,2058628036726653190,,62.0,225330.0
2025-07-22 05:55:25.000,2025-07-22 05:56:27,2058815172121723142,,69.0,227140.0
2025-07-22 06:13:33.000,2025-07-22 06:14:46,2058819778801320198,,49.0,227690.0
2025-07-22 06:37:40.000,2025-07-22 06:38:22,2058825719189979398,,20.0,228430.0
2025-07-22 09:01:37.000,2025-07-22 09:03:22,2058862209529807110,,82.0,228820.0
2025-07-22 09:06:38.000,2025-07-22 09:07:33,2058863260216443142,,72.0,229040.0
2025-07-22 09:10:39.000,2025-07-22 09:11:35,2058864277053587718,,83.47336514658585,229240.0
2025-07-22 18:14:34.000,2025-07-22 18:15:27,2059001147595227398,,20.864637285708113,230500.0
2025-07-22 18:19:37.000,2025-07-22 18:20:33,2059002428023750918,,84.0,230750.0
2025-07-22 18:24:38.000,2025-07-22 18:27:14,2059004112527311110,,107.0,231120.0
2025-07-22 18:36:43.000,2025-07-22 18:37:12,2059006619802484998,,44.0,231670.0
2025-07-22 18:55:02.000,2025-07-22 18:56:05,2059011372355715334,,0.0,231990.0
2025-07-23 06:14:34.000,2025-07-23 06:15:39,2059182390995091718,,93.0,232230.0
2025-07-23 06:19:37.000,2025-07-23 06:20:44,2059183667451855110,,15.043799811095951,232310.0
2025-07-23 06:22:38.000,2025-07-23 06:23:46,2059184431083585798,,83.81413323291376,232450.0
2025-07-23 06:37:42.000,2025-07-23 06:38:59,2059188259807838470,,9.0,233090.0
2025-07-23 17:45:28.000,2025-07-23 17:46:28,2059356240915661062,,96.0,233710.0
2025-07-23 17:47:28.000,2025-07-23 17:48:30,2059356751139995910,,70.83901794588456,233820.0
2025-07-23 17:56:32.000,2025-07-23 17:57:39,2059359052768493830,,82.0,234410.0
2025-07-23 18:36:01.000,2025-07-23 18:36:50,2059368916295205126,,3.1187687900880934,235050.0
2025-07-24 05:01:27.000,2025-07-24 05:01:52,2059526209406271750,,79.08412403464476,235610.0
2025-07-24 05:03:27.000,2025-07-24 05:03:54,2059526720767361286,,67.0,235760.0
2025-07-24 05:10:30.000,2025-07-24 05:11:01,2059528510523130118,,7.0,235870.0
2025-07-24 05:18:35.000,2025-07-24 05:19:09,2059530559394431238,,27.0,236050.0
2025-07-24 05:23:36.000,2025-07-24 05:24:15,2059531840817037574,,34.0,236110.0
2025-07-24 05:33:40.000,2025-07-24 05:34:24,2059534395324465414,,38.68828980103342,236500.0
2025-07-24 05:36:42.000,2025-07-24 05:37:30,2059535175515537670,,30.000000000000004,236580.0
2025-07-24 07:30:08.000,2025-07-24 07:31:12,2059563790072135942,,28.0,237660.0
2025-07-24 09:41:18.000,2025-07-24 09:42:21,2059596795977171206,,33.0,237900.0
2025-07-24 09:42:18.000,2025-07-24 09:43:20,2059597043466371334,,19.151536851722668,237930.0
2025-07-24 10:25:48.000,2025-07-24 10:26:14,2059607839768625414,,46.0,238520.0
2025-07-24 10:39:54.000,2025-07-24 10:40:28,2059611420152234246,,9.789674480050868,238890.0
2025-07-24 10:44:55.000,2025-07-24 10:45:32,2059612698240516358,,43.0,239170.0
2025-07-24 14:37:47.000,2025-07-24 14:38:50,2059671407826108678,,0.0,240340.0
2025-07-24 17:08:41.000,2025-07-24 17:09:38,2059709357494518022,,101.0,240710.0
2025-07-24 17:20:47.000,2025-07-24 17:21:49,2059712425498329350,,33.81382456616889,241340.0
2025-07-24 17:22:48.000,2025-07-24 17:23:51,2059712936062075142,,40.0,241420.0
2025-07-24 17:28:50.000,2025-07-24 17:29:56,2059714465238188294,,0.0,241660.0
2025-07-24 17:29:51.000,2025-07-24 17:30:57,2059714720646217990,,0.0,241670.0
2025-07-24 17:35:53.000,2025-07-24 17:37:03,2059716256440844550,,0.0,241840.0
2025-07-24 17:41:56.000,2025-07-24 17:43:06,2059717780718289158,,34.0,242040.0
2025-07-25 05:33:32.000,2025-07-25 05:34:47,2059896880006955270,,78.0,242460.0
2025-07-25 05:44:35.000,2025-07-25 05:44:55,2059899433075933446,,32.0,242750.0
2025-07-25 06:02:43.000,2025-07-25 06:03:12,2059904034026012934,,70.0,243580.0
2025-07-25 16:03:29.000,2025-07-25 16:04:12,2060055280540336390,,85.0,244000.0
2025-07-25 16:08:31.000,2025-07-25 16:09:17,2060056557336527110,,75.0,244230.0
