time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_CC_DASHBOARD_FUEL_LEVEL_PERCENT (%),TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-03 06:20:46.000,2025-07-03 06:21:50,2051936187668529384,,,0.0,14530.0
2025-07-03 15:35:39.000,2025-07-03 15:36:16,2052075717902713064,,,126.63979208208065,15040.0
2025-07-03 16:06:56.000,2025-07-03 16:07:32,2052083586790670568,,,129.0,18250.0
2025-07-03 16:13:59.000,2025-07-03 16:14:39,2052085375534498024,,,106.51965898498028,19290.0
2025-07-03 16:20:02.000,2025-07-03 16:20:45,2052086912063455464,,,12.0,19640.0
2025-07-04 04:51:11.000,2025-07-04 04:52:11,2052276015652258024,,,64.0,22550.0
2025-07-04 04:59:15.000,2025-07-04 05:00:20,2052278068281655528,,,94.0,23170.0
2025-07-04 09:28:59.000,2025-07-04 09:30:02,2052345940186038504,,,0.0,24180.0
2025-07-04 09:52:26.000,2025-07-04 09:52:52,2052351683140305128,,,41.0,25750.0
2025-07-04 10:15:34.000,2025-07-04 10:16:48,2052357707398119656,,,63.0,28300.0
2025-07-04 10:18:35.000,2025-07-04 10:19:51,2052358476650250472,,,19.45341292819794,28500.0
2025-07-07 05:20:23.000,2025-07-07 05:21:43,2053370612998471912,,,50.28736873946675,31630.0
2025-07-07 06:03:28.000,2025-07-07 06:04:08,2053381284667621608,,,93.0,32350.0
2025-07-07 06:15:34.000,2025-07-07 06:16:19,2053384350136926440,,,17.586596455271103,33090.0
2025-07-07 07:59:53.000,2025-07-07 08:00:57,2053410684896592104,,,0.0,33160.0
2025-07-07 09:14:11.000,2025-07-07 09:14:44,2053429252980064488,,,56.0,33620.0
2025-07-07 09:21:15.000,2025-07-07 09:21:51,2053431042773352680,,,73.0,33870.0
2025-07-07 09:32:18.000,2025-07-07 09:33:01,2053433853627973864,,,54.0,34580.0
2025-07-07 10:12:07.001,2025-07-07 10:13:28,2053444031374950632,,,72.0,35140.0
2025-07-07 10:18:09.000,2025-07-07 10:18:32,2053445307089748200,,,35.0,35320.0
2025-07-07 15:39:31.000,2025-07-07 15:40:34,2053526349829701864,,,35.0,37920.0
2025-07-07 15:45:34.000,2025-07-07 15:46:41,2053527889974280424,,,0.0,38170.0
2025-07-07 17:26:03.000,2025-07-07 17:27:06,2053553159544029416,,,0.0,38350.0
2025-07-08 04:26:11.000,2025-07-08 04:26:44,2053719163432009960,,,39.0,38570.0
2025-07-08 04:37:14.002,2025-07-08 04:37:55,2053721974806675688,,,128.0,39800.0
2025-07-08 15:19:02.000,2025-07-08 15:19:38,2053883468744278248,,,32.62298826449036,41370.0
2025-07-08 15:23:04.000,2025-07-08 15:23:42,2053884493064077544,,,114.0,41690.0
2025-07-08 15:34:07.000,2025-07-08 15:34:51,2053887300554932456,,,57.0,43470.0
2025-07-08 15:40:10.000,2025-07-08 15:40:57,2053888834755739880,,,26.0,43940.0
2025-07-08 15:45:12.000,2025-07-08 15:46:02,2053890113687175400,,,27.946687079827395,44010.0
2025-07-08 15:46:13.000,2025-07-08 15:47:03,2053890370445672680,,,30.44873971368073,44040.0
2025-07-08 15:47:14.000,2025-07-08 15:48:04,2053890626541633768,,,27.0,44050.0
2025-07-08 16:01:18.000,2025-07-08 16:02:38,2053894292895957224,,1.0,16.899504281207754,44200.0
2025-07-09 04:25:11.000,2025-07-09 04:26:06,2054081390571569384,,,60.99999999999999,44620.0
2025-07-09 05:25:05.001,2025-07-09 05:25:32,2054096349535797480,,,14.0,46230.0
2025-07-09 05:36:11.000,2025-07-09 05:37:14,2054099293626925288,,,33.13043639304389,46470.0
2025-07-09 05:38:12.000,2025-07-09 05:39:16,2054099802580566248,,,74.0,46660.0
2025-07-09 05:46:14.000,2025-07-09 05:46:55,2054101729737507048,,,15.338267885694531,46810.0
2025-07-09 06:01:20.000,2025-07-09 06:01:53,2054105494724919528,,,51.0,47970.0
2025-07-09 15:29:07.000,2025-07-09 15:29:48,2054248418092204264,,,17.0,49480.0
2025-07-09 15:40:10.000,2025-07-09 15:40:58,2054251226476019944,,,97.0,50320.0
2025-07-09 15:57:17.000,2025-07-09 15:58:40,2054255680911032552,,,107.26971917499552,51270.0
2025-07-09 16:06:20.000,2025-07-09 16:07:33,2054257918299193576,,,27.0,52280.0
2025-07-09 16:13:23.000,2025-07-09 16:14:24,2054259640299962600,,,18.0,52450.0
2025-07-09 16:19:25.000,2025-07-09 16:22:03,2054261566458806504,,,62.0,52610.0
