time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-03 21:09:13.000,2025-07-03 21:10:18,2052159777093501160,,21.633217480415095,895380.0
2025-07-03 21:13:13.000,2025-07-03 21:14:22,2052160800486932712,,21.477649441004527,895520.0
2025-07-07 03:53:41.000,2025-07-07 03:54:41,2053348708895998184,,22.720341755819916,900980.0
2025-07-07 03:58:27.000,2025-07-07 03:58:54,2053349769912254696,,0.0,901160.0
2025-07-07 04:36:53.000,2025-07-07 04:38:08,2053359642603421928,,27.61703099631452,905280.0
2025-07-07 07:04:17.000,2025-07-07 07:05:31,2053396734784045288,,55.0,905630.0
2025-07-07 07:14:21.000,2025-07-07 07:15:40,2053399288519590120,,39.82171408816757,905840.0
2025-07-07 07:20:22.000,2025-07-07 07:20:45,2053400567795024104,,60.00000000000001,906040.0
2025-07-07 07:25:23.000,2025-07-07 07:25:50,2053401845057143016,,17.0,906160.0
2025-07-07 07:35:26.000,2025-07-07 07:35:58,2053404396577980648,,82.0,906560.0
2025-07-07 07:40:27.000,2025-07-07 07:41:03,2053405674767024360,,27.0,906790.0
2025-07-07 14:40:19.000,2025-07-07 14:41:05,2053511378521768168,,81.0,907400.0
2025-07-07 14:45:20.000,2025-07-07 14:46:09,2053512654248657128,,78.0,907750.0
2025-07-07 14:50:21.000,2025-07-07 14:51:13,2053513931053564136,,35.0,908470.0
2025-07-07 14:55:23.000,2025-07-07 14:56:17,2053515207409451240,,40.0,909080.0
2025-07-07 14:56:23.000,2025-07-07 14:57:18,2053515462012125416,,17.490292430874085,909130.0
2025-07-08 04:55:19.000,2025-07-08 04:55:46,2053726469326209256,,0.0,915280.0
2025-07-08 14:33:31.000,2025-07-08 14:34:42,2053872161294139624,,55.0,916440.0
2025-07-08 14:40:33.000,2025-07-08 14:41:47,2053873942665380072,,105.13991863544608,916980.0
2025-07-08 14:43:34.000,2025-07-08 14:44:50,2053874712928338152,,96.0,917300.0
2025-07-08 14:47:35.000,2025-07-08 14:48:53,2053875730554585320,,16.680968225845284,917900.0
2025-07-08 14:48:35.000,2025-07-08 14:49:53,2053875982305067240,,66.0,918020.0
2025-07-08 14:53:37.000,2025-07-08 14:54:59,2053877267838288104,,79.0,918430.0
2025-07-09 03:58:16.000,2025-07-09 03:59:11,2054074615340286184,,67.0553809873632,921250.0
2025-07-09 04:04:17.000,2025-07-09 04:05:26,2054076189009527016,,39.0,921690.0
2025-07-09 04:14:20.000,2025-07-09 04:15:28,2054078715515633896,,97.0,921930.0
2025-07-09 04:19:21.000,2025-07-09 04:20:33,2054079994212122856,,56.0,922410.0
2025-07-09 04:21:22.000,2025-07-09 04:22:35,2054080506051461352,,59.70479112521376,922590.0
2025-07-09 04:24:23.000,2025-07-09 04:25:38,2054081273713918184,,60.00000000000001,922860.0
2025-07-09 04:29:24.000,2025-07-09 04:30:17,2054082444176539880,,66.0,923330.0
2025-07-09 04:39:27.000,2025-07-09 04:40:25,2054084992744587496,,88.0,924300.0
