time,received_at,cloud_event_id,TRACKS.MUNIC.MDI_DASHBOARD_FUEL (l),speed_kmh,fuel_value
2025-07-01 04:39:21.000,2025-07-01 04:40:16,2051185852259877092,,45.51105952946842,2750190.0
2025-07-01 04:43:20.000,2025-07-01 04:43:47,2051186736058368228,,0.0,2750260.0
2025-07-01 15:10:27.000,2025-07-01 15:10:53,2051344552643739876,,63.0,2750490.0
2025-07-01 15:15:28.000,2025-07-01 15:16:00,2051345842224382180,,87.0,2751060.0
2025-07-01 15:20:29.000,2025-07-01 15:21:00,2051347099395735780,,127.0,2751660.0
2025-07-01 15:30:32.000,2025-07-01 15:31:08,2051349649045962980,,125.0,2753160.0
2025-07-01 15:35:33.000,2025-07-01 15:36:11,2051350921488744676,,123.0,2753840.0
2025-07-01 15:40:34.000,2025-07-01 15:41:16,2051352198939508964,,121.0,2754740.0
2025-07-01 15:45:35.000,2025-07-01 15:46:24,2051353489161896164,,133.0,2755480.0
2025-07-01 15:50:37.000,2025-07-01 15:51:49,2051354851983573220,,124.0,2756160.0
2025-07-01 16:08:41.000,2025-07-01 16:09:36,2051359327381438692,,124.68778358757184,2758200.0
2025-07-01 16:11:42.000,2025-07-01 16:12:38,2051360092351185124,,127.0,2758720.0
2025-07-01 16:21:44.000,2025-07-01 16:22:39,2051362613095039204,,142.0,2760420.0
2025-07-01 16:26:45.000,2025-07-01 16:27:28,2051363824346480868,,134.0,2761280.0
2025-07-01 16:36:46.000,2025-07-01 16:38:01,2051366481829232868,,6.0,2762790.0
2025-07-01 16:41:48.000,2025-07-01 16:43:06,2051367759232647396,,33.0,2763130.0
2025-07-01 16:45:49.000,2025-07-01 16:46:09,2051368528342483172,,35.6899010414416,2763330.0
2025-07-02 04:25:57.000,2025-07-02 04:27:20,2051544985916162276,,37.299289449153335,2763440.0
2025-07-02 05:02:06.000,2025-07-02 05:02:43,2051553892356964580,,114.07767289967714,2768630.0
2025-07-02 05:04:07.000,2025-07-02 05:04:45,2051554403080700132,,68.0,2768730.0
2025-07-02 05:09:08.000,2025-07-02 05:09:50,2051555681605107940,,123.0,2769320.0
2025-07-02 05:14:09.000,2025-07-02 05:14:53,2051556953649397988,,130.0,2769840.0
2025-07-02 05:19:10.000,2025-07-02 05:19:57,2051558226381586660,,131.0,2770470.0
2025-07-02 05:24:11.000,2025-07-02 05:25:28,2051559613681107172,,136.0,2771210.0
2025-07-02 14:27:42.000,2025-07-02 14:29:01,2051696404954431716,,0.0,2775170.0
2025-07-02 15:03:04.000,2025-07-02 15:04:55,2051705437795221732,,72.80028644273924,2775400.0
2025-07-02 15:07:05.000,2025-07-02 15:07:58,2051706205281255652,,88.16448233500219,2775910.0
2025-07-02 15:16:08.000,2025-07-02 15:17:04,2051708498445713636,,93.0,2776970.0
2025-07-02 15:21:08.000,2025-07-02 15:22:08,2051709773136691428,,123.0,2777480.0
2025-07-02 15:43:17.000,2025-07-02 15:44:35,2051715420250964196,,133.0,2779450.0
2025-07-02 15:53:19.000,2025-07-02 15:54:00,2051717790502568164,,132.0,2781020.0
2025-07-02 15:58:20.000,2025-07-02 15:59:03,2051719063775838436,,138.0,2782000.0
2025-07-02 16:08:22.000,2025-07-02 16:09:21,2051721653368488164,,117.0,2783040.0
2025-07-02 16:13:23.000,2025-07-02 16:14:28,2051722940562587876,,126.0,2783700.0
2025-07-02 16:18:24.000,2025-07-02 16:19:28,2051724201768845540,,125.0,2784420.0
2025-07-02 16:23:25.000,2025-07-02 16:24:32,2051725475188916452,,121.0,2785150.0
2025-07-02 16:28:26.000,2025-07-02 16:29:36,2051726749661708516,,124.0,2785840.0
2025-07-02 16:33:27.000,2025-07-02 16:35:08,2051728144192258276,,131.0,2786600.0
2025-07-02 16:38:28.000,2025-07-02 16:42:01,2051729873835147492,,115.0,2787210.0
2025-07-02 17:12:54.000,2025-07-02 17:14:03,2051737936591880420,,15.000000000000002,2787800.0
2025-07-03 05:35:23.000,2025-07-03 05:35:56,2051924637578854628,,121.02082265860842,2795140.0
2025-07-03 05:46:26.000,2025-07-03 05:47:04,2051927437293535460,,139.0,2797140.0
2025-07-03 05:51:27.000,2025-07-03 05:52:42,2051928857027543268,,141.0,2797790.0
2025-07-03 05:56:28.000,2025-07-03 05:57:46,2051930131353567460,,114.0,2798460.0
2025-07-03 06:01:29.000,2025-07-03 06:02:50,2051931407269232868,,138.0,2799190.0
2025-07-03 06:06:30.000,2025-07-03 06:06:54,2051932429459013860,,126.0,2799760.0
2025-07-03 06:11:31.000,2025-07-03 06:11:58,2051933706070950116,,41.0,2800010.0
2025-07-03 14:59:45.000,2025-07-03 15:01:57,2052067079997522148,,57.0,2800320.0
2025-07-03 15:04:46.000,2025-07-03 15:06:01,2052068103344357604,,108.0,2800770.0
2025-07-03 15:09:47.000,2025-07-03 15:11:01,2052069364030521572,,122.0,2801570.0
2025-07-03 15:19:48.000,2025-07-03 15:21:08,2052071907968172260,,130.0,2803030.0
2025-07-03 15:36:51.000,2025-07-03 15:38:48,2052076353909588196,,120.82080660793768,2805100.0
2025-07-03 15:55:57.000,2025-07-03 15:56:51,2052080894860165348,,127.0,2807080.0
2025-07-03 16:05:59.000,2025-07-03 16:06:55,2052083430870597860,,121.0,2807880.0
2025-07-03 16:11:00.000,2025-07-03 16:11:59,2052084703736987876,,126.0,2808600.0
2025-07-03 16:16:01.000,2025-07-03 16:17:02,2052085976712429796,,130.0,2809320.0
2025-07-03 16:21:02.000,2025-07-03 16:22:06,2052087250082119908,,128.0,2810050.0
2025-07-03 16:26:03.000,2025-07-03 16:27:11,2052088529374167268,,123.0,2810830.0
2025-07-03 16:31:04.000,2025-07-03 16:33:44,2052090178859712740,,128.0,2811540.0
2025-07-03 16:36:05.000,2025-07-03 16:36:47,2052090945666679012,,112.0,2812260.0
2025-07-03 16:41:05.000,2025-07-03 16:41:50,2052092218717602020,,83.0,2812510.0
2025-07-03 16:45:06.000,2025-07-03 16:45:53,2052093236255850724,,13.134387327378125,2812650.0
2025-07-04 04:23:54.000,2025-07-04 04:24:36,2052269073760764132,,36.160309160611654,2812740.0
2025-07-04 05:07:05.000,2025-07-04 05:08:03,2052280008361197796,,132.0,2817410.0
2025-07-04 05:12:06.000,2025-07-04 05:12:57,2052281239708156132,,130.0,2818380.0
2025-07-04 05:29:12.000,2025-07-04 05:29:45,2052285467596046564,,105.0,2819770.0
2025-07-04 05:34:13.000,2025-07-04 05:34:43,2052286719180832996,,102.12300987116252,2820290.0
2025-07-04 05:50:17.000,2025-07-04 05:50:55,2052290794349560036,,17.0,2821330.0
2025-07-04 05:51:17.000,2025-07-04 05:51:55,2052291049774350564,,12.050967052911654,2821350.0
2025-07-04 06:32:04.000,2025-07-04 06:32:51,2052301347977527524,,35.33987295276781,2821680.0
2025-07-04 06:33:04.000,2025-07-04 06:33:51,2052301602668232932,,30.406143702889736,2821700.0
2025-07-04 06:57:00.000,2025-07-04 06:57:48,2052307629279133924,,14.0,2821940.0
2025-07-04 07:08:04.000,2025-07-04 07:08:43,2052310376762228964,,0.0,2822040.0
2025-07-04 10:08:21.000,2025-07-04 10:09:01,2052355751011254500,,89.97388679338466,2823430.0
2025-07-04 10:44:30.000,2025-07-04 10:45:27,2052364916572078308,,125.0,2827720.0
2025-07-04 10:49:31.000,2025-07-04 10:50:30,2052366188171788516,,108.0,2828610.0
2025-07-04 10:54:32.000,2025-07-04 10:55:33,2052367459020718308,,67.0,2828780.0
2025-07-04 11:04:35.000,2025-07-04 11:05:14,2052369897488498916,,33.0,2829880.0
2025-07-04 11:09:36.000,2025-07-04 11:10:18,2052371171118678244,,29.111595374937497,2830160.0
2025-07-04 11:21:39.000,2025-07-04 11:22:42,2052374290598265060,,40.24026619420077,2830430.0
2025-07-05 12:17:17.000,2025-07-05 12:20:20,2052751184678093028,,0.0,2830530.0
2025-07-27 17:52:14.000,2025-07-27 17:53:18,2060807512126423268,,2.0,2830623.0
2025-07-28 06:34:16.000,2025-07-28 06:35:24,2060999299197599972,,48.66686832893998,2833320.0
2025-07-28 07:25:42.000,2025-07-28 07:28:53,2061012758907912420,,141.0,2838400.0
2025-07-28 07:30:43.000,2025-07-28 07:31:55,2061013523441385700,,129.0,2839020.0
2025-07-28 07:35:44.000,2025-07-28 07:36:59,2061014795569594596,,125.0,2839630.0
2025-07-28 07:38:45.000,2025-07-28 07:40:01,2061015558861619428,,124.21367146746344,2840030.0
2025-07-28 07:40:45.000,2025-07-28 07:42:02,2061016068264034532,,133.0,2840280.0
2025-07-28 07:50:47.000,2025-07-28 07:51:14,2061018382811152612,,123.0,2841260.0
2025-07-28 07:55:48.000,2025-07-28 07:56:17,2061019653177737444,,126.0,2841950.0
2025-07-28 08:10:52.000,2025-07-28 08:11:23,2061023454928404708,,145.7376209201973,2843130.0
2025-07-28 08:13:52.000,2025-07-28 08:14:25,2061024218245611748,,128.96220067042418,2843650.0
2025-07-28 08:15:53.000,2025-07-28 08:16:27,2061024727652270308,,127.187984220956,2843960.0
2025-07-28 08:20:54.000,2025-07-28 08:21:30,2061026001504288996,,137.0,2844690.0
2025-07-28 08:25:55.000,2025-07-28 08:26:34,2061027275746410724,,137.0,2845440.0
2025-07-28 08:30:56.000,2025-07-28 08:31:38,2061028548684103908,,132.0,2846110.0
2025-07-28 08:35:57.000,2025-07-28 08:36:41,2061029819730198756,,144.0,2846780.0
2025-07-28 08:40:59.000,2025-07-28 08:41:44,2061031092143620324,,125.0,2847510.0
2025-07-28 08:51:01.000,2025-07-28 08:51:32,2061033557924626660,,132.0,2848400.0
2025-07-28 09:12:06.000,2025-07-28 09:12:48,2061038912280887524,,0.0,2849120.0
2025-07-28 14:59:16.000,2025-07-28 15:00:11,2061126333584425188,,56.0,2849260.0
2025-07-28 15:04:17.000,2025-07-28 15:05:16,2061127611421262052,,83.0,2849470.0
2025-07-28 15:09:18.000,2025-07-28 15:10:44,2061128986032931044,,113.0,2849780.0
2025-07-28 15:14:19.000,2025-07-28 15:15:08,2061130096592781540,,91.0,2850270.0
2025-07-28 15:19:20.000,2025-07-28 15:19:53,2061131289507152100,,116.0,2851060.0
2025-07-28 15:29:22.000,2025-07-28 15:30:03,2061133847617224932,,118.0,2851770.0
2025-07-28 15:39:25.000,2025-07-28 15:40:10,2061136395497537764,,89.0,2853320.0
2025-07-28 15:44:26.000,2025-07-28 15:45:14,2061137670171623652,,139.0,2854130.0
2025-07-28 15:54:29.000,2025-07-28 15:55:21,2061140214688088292,,141.0,2855950.0
2025-07-28 15:59:30.000,2025-07-28 16:00:24,2061141487420276964,,134.0,2857000.0
2025-07-28 16:00:30.000,2025-07-28 16:01:25,2061141742672969956,,129.1511047182799,2857210.0
2025-07-28 16:04:31.000,2025-07-28 16:05:28,2061142760735441124,,127.0,2858020.0
2025-07-28 16:09:32.000,2025-07-28 16:10:31,2061144032502939876,,129.0,2858770.0
2025-07-28 16:14:33.000,2025-07-28 16:15:35,2061145307168686308,,127.0,2859510.0
2025-07-28 16:19:35.000,2025-07-28 16:22:34,2061147066012319972,,128.0,2860250.0
2025-07-28 16:21:35.000,2025-07-28 16:22:34,2061147066012713188,,109.69769179008192,2860560.0
2025-07-28 16:24:36.000,2025-07-28 16:25:10,2061147719732838628,,111.0,2861020.0
2025-07-28 16:34:38.000,2025-07-28 16:35:47,2061150390551855332,,134.0,2862640.0
2025-07-28 16:44:40.000,2025-07-28 16:45:54,2061152938331472100,,122.0,2864120.0
2025-07-28 16:49:41.000,2025-07-28 16:50:59,2061154216709193956,,139.0,2865000.0
2025-07-28 16:54:42.000,2025-07-28 16:56:02,2061155485922361572,,130.0,2865890.0
2025-07-28 16:59:43.000,2025-07-28 17:00:22,2061156578950381796,,127.0,2866620.0
2025-07-28 17:04:44.000,2025-07-28 17:05:42,2061157920925647076,,137.0,2867310.0
2025-07-29 03:59:15.000,2025-07-29 04:00:10,2061322623320654052,,48.0,2870510.0
2025-07-29 04:04:16.000,2025-07-29 04:05:14,2061323898149978340,,136.0,2871220.0
2025-07-29 04:09:17.000,2025-07-29 04:10:18,2061325170022318308,,127.0,2872130.0
2025-07-29 04:14:18.000,2025-07-29 04:15:21,2061326442070835428,,87.0,2872600.0
2025-07-29 04:19:19.000,2025-07-29 04:20:29,2061327732599439588,,137.0,2873270.0
2025-07-29 04:29:21.000,2025-07-29 04:30:31,2061330259684393188,,148.0,2874820.0
2025-07-29 04:34:23.000,2025-07-29 04:35:35,2061331533146407140,,153.0,2875790.0
2025-07-29 04:39:24.000,2025-07-29 04:40:38,2061332804100161764,,135.0,2876750.0
2025-07-29 04:44:25.000,2025-07-29 04:45:41,2061334075834106084,,138.0,2877950.0
2025-07-29 04:49:27.000,2025-07-29 04:50:45,2061335350617309412,,150.0,2879270.0
2025-07-29 04:54:28.000,2025-07-29 04:55:49,2061336627170509028,,126.2897639934069,2880180.0
2025-07-29 04:59:29.000,2025-07-29 04:59:52,2061337645874839780,,149.0,2881010.0
2025-07-29 05:04:30.000,2025-07-29 05:04:56,2061338921295577316,,132.0,2881970.0
2025-07-29 05:09:31.000,2025-07-29 05:10:00,2061340193750925540,,137.0,2882790.0
2025-07-29 05:14:32.000,2025-07-29 05:15:04,2061341469385556196,,125.0,2883860.0
2025-07-29 05:17:33.000,2025-07-29 05:18:06,2061342232081957092,,150.85469821652356,2884410.0
2025-07-29 08:07:22.000,2025-07-29 08:08:27,2061385104646766820,,137.0,2890280.0
2025-07-29 08:12:22.000,2025-07-29 08:13:31,2061386380042338532,,123.0,2891050.0
2025-07-29 08:22:24.000,2025-07-29 08:23:13,2061388819550273764,,105.0,2892110.0
2025-07-29 08:27:24.000,2025-07-29 08:28:16,2061390090223059172,,40.0,2892380.0
2025-07-29 08:33:27.000,2025-07-29 08:34:22,2061391624394588388,,7.0,2892480.0
2025-07-29 08:34:27.000,2025-07-29 08:35:21,2061391874341519588,,6.563489662750715,2892490.0
2025-07-29 11:47:33.000,2025-07-29 11:48:23,2061440452737024228,,14.0,2892600.0
2025-07-29 16:26:38.000,2025-07-29 16:27:32,2061510703927328996,,61.1104594813164,2893480.0
2025-07-29 16:32:40.000,2025-07-29 16:33:38,2061512239617245412,,13.46589541136017,2893710.0
2025-07-29 16:41:37.000,2025-07-29 16:42:42,2061514519368220900,,0.0,2893720.0
2025-07-30 05:41:33.000,2025-07-30 05:42:38,2061710795380703460,,16.558736194879838,2894430.0
2025-07-30 05:49:35.000,2025-07-30 05:50:45,2061712840347173092,,0.0,2894740.0
2025-07-30 16:08:18.000,2025-07-30 16:09:15,2061868488053539044,,0.0,2894870.0
2025-07-30 16:18:20.000,2025-07-30 16:19:26,2061871050819387620,,68.75551741806441,2895210.0
2025-07-30 17:34:54.000,2025-07-30 17:35:52,2061890288724574436,,28.0,2895560.0
2025-07-30 17:42:56.000,2025-07-30 17:44:00,2061892333196067044,,38.42530573441079,2896040.0
2025-07-31 05:08:32.000,2025-07-31 05:09:23,2062064817618895076,,66.87573694185336,2897630.0
2025-07-31 05:30:36.000,2025-07-31 05:31:38,2062070413768294628,,13.0,2898350.0
2025-07-31 16:02:35.000,2025-07-31 16:03:33,2062229442444460260,,0.0,2898430.0
2025-07-31 16:55:01.000,2025-07-31 16:55:27,2062242504983625956,,73.0,2899750.0
2025-07-31 17:00:02.000,2025-07-31 17:00:32,2062243784275689700,,82.0,2900080.0
2025-07-31 17:05:03.000,2025-07-31 17:05:37,2062245062934397156,,20.0,2900350.0
2025-08-01 05:43:03.000,2025-08-01 05:44:10,2062435958455828708,,36.80110132294567,2901490.0
2025-08-01 08:47:25.000,2025-08-01 08:48:29,2062482344341700836,,0.0,2901600.0
2025-08-01 09:47:57.000,2025-08-01 09:48:51,2062497534122688740,,0.0,2901710.0
2025-08-01 09:52:58.000,2025-08-01 09:53:55,2062498809086230756,,55.0,2901850.0
2025-08-01 10:04:02.000,2025-08-01 10:05:04,2062501617002053860,,132.0,2903030.0
2025-08-01 10:09:03.000,2025-08-01 10:10:09,2062502894053114084,,126.0,2903800.0
2025-08-01 10:35:11.000,2025-08-01 10:35:34,2062509290463379684,,132.0,2907740.0
2025-08-01 10:46:14.000,2025-08-01 10:46:44,2062512099028025572,,130.0,2909440.0
2025-08-01 10:51:15.000,2025-08-01 10:51:48,2062513375782551780,,127.0,2910360.0
2025-08-01 11:02:18.000,2025-08-01 11:02:59,2062516188646408420,,133.0,2912030.0
2025-08-01 11:33:26.000,2025-08-01 11:33:50,2062523955805323492,,126.0,2914970.0
2025-08-01 11:34:26.000,2025-08-01 11:34:53,2062524217425084644,,117.50572576811722,2915120.0
2025-08-01 12:00:32.000,2025-08-01 12:01:29,2062530912721125604,,44.26651521418386,2918600.0
