avg_speed_kmh,avg_speed_squared,distance_km,fuel_consumed_ml,file
60.870134137628554,3705.1732299328933,22.420499407359852,1250.0,863609060687732_cleaned.csv
61.63491387987492,3798.8626089795985,18.593199020428933,810.0,863609060687732_cleaned.csv
37.51833792953725,1407.6256809949537,10.09868595936711,670.0,863609060687732_cleaned.csv
84.74809505454655,7182.239615374458,45.41085426672785,1890.0,863609060687732_cleaned.csv
59.2512995454186,3510.716497820922,20.869624395441882,1370.0,863609060687732_cleaned.csv
98.49064436214113,9700.407026869761,26.400964391518386,1920.0,863609060687732_cleaned.csv
74.9863132792407,5622.9471792124305,37.63896335988554,1430.0,863609060687732_cleaned.csv
70.19928051139284,4927.938984317219,27.046222797028296,1210.0,863609060687732_cleaned.csv
70.732978504235,5003.154248080572,14.24483594876955,720.0,863609060687732_cleaned.csv
63.324604918934746,4010.0055881391745,20.193512901926972,720.0,863609060687732_cleaned.csv
80.2156664314647,6434.553141044013,24.220674836389477,1210.0,863609060687732_cleaned.csv
47.79263931950229,2284.1363731240367,15.253817382807814,950.0,863609060687732_cleaned.csv
85.4069101333424,7294.340298524823,47.18731784867167,2120.0,863609060687732_cleaned.csv
83.75,7014.0625,28.009722222222223,2250.0,863609060621509_cleaned.csv
104.1914089417306,10855.84969726294,33.196540571156945,1860.0,863609060621509_cleaned.csv
69.47895210727968,4827.3247859256635,30.223344166666664,1880.0,863609060621509_cleaned.csv
66.59952459015885,4435.496675635173,26.806308647538934,2200.0,863609060621509_cleaned.csv
90.15938833825697,8128.715305528628,40.847211772138095,2700.0,863609060621509_cleaned.csv
68.02288627931313,4627.113057768366,19.38652258960424,1470.0,863609060621509_cleaned.csv
88.70379067930489,7868.362480877937,31.19416638888889,2130.0,863609060621509_cleaned.csv
79.84523559103903,6375.261646588526,58.84150278417404,6130.0,863609060621509_cleaned.csv
48.75483839098042,2377.034266530618,14.721252591943252,500.0,863609060621509_cleaned.csv
62.895050178497335,3955.787336955698,16.859367617291646,1070.0,863609060621509_cleaned.csv
22.533306526939654,507.7499030370212,3.3987737344800646,330.0,863609060621509_cleaned.csv
61.80210126454659,3819.4997207132715,32.1027581568617,2710.0,863609060621509_cleaned.csv
78.06709024328659,6094.470579053452,35.347043637932536,2400.0,863609060621509_cleaned.csv
79.56045295490229,6329.865674389221,30.719174890920602,1810.0,863609060621509_cleaned.csv
94.98054951236162,9021.304785670178,19.07526036039929,590.0,863609060621509_cleaned.csv
104.19823758310488,10857.272715425172,61.07174480565314,4010.0,863609060621509_cleaned.csv
116.58424048013485,13591.885128329914,39.02333604960069,3050.0,863609060621509_cleaned.csv
68.70907996075053,4720.93766905281,21.872390454172248,1250.0,863609060621509_cleaned.csv
92.88040791822924,8626.770175056661,38.85497064579256,2790.0,863609060719360_cleaned.csv
47.50443291713944,2256.671146779001,19.27888235887242,1460.0,863609060719360_cleaned.csv
117.61580575403934,13833.477763171913,118.17121372565562,9340.0,863609060719360_cleaned.csv
66.53670086819258,4427.13256242334,23.41722222222222,1800.0,863609060719360_cleaned.csv
77.32604367077334,5979.317029774346,22.016442989595188,1250.0,863609060719360_cleaned.csv
83.0,6889.0,34.698611111111106,1870.0,863609060719360_cleaned.csv
102.12122847577814,10428.74530540208,85.46979483264431,5800.0,863609060719360_cleaned.csv
59.60310120965164,3552.529673807977,19.933926071227937,1740.0,863609060719360_cleaned.csv
16.761670761670764,280.9536067226486,7.580000000000001,1200.0,863609060719360_cleaned.csv
101.77542889030957,10358.23792580646,81.84440739929062,6190.0,863609060719360_cleaned.csv
105.78838750697145,11191.182931325153,79.72330425178153,5600.0,863609060719360_cleaned.csv
84.59091547179439,7155.622980356264,106.138101440582,6750.0,863609060719360_cleaned.csv
103.31664250233999,10674.328617956326,25.94395689503204,1940.0,863609060719360_cleaned.csv
85.03225337008088,7230.484113193631,42.705087248085064,3330.0,863609060719360_cleaned.csv
70.07649769585254,4910.715529316826,42.24055555555555,2500.0,863609060719360_cleaned.csv
122.74427020506634,15066.155868174337,113.06111111111109,8950.0,863609060719360_cleaned.csv
91.62334217506633,8394.836831329289,38.38,2810.0,863609060719360_cleaned.csv
52.10441060429827,2714.86960442131,16.586570709034948,1080.0,863609060719360_cleaned.csv
86.79722635777314,7533.758503402509,46.48473678271851,3310.0,863609060719360_cleaned.csv
106.44950213371266,11331.496504515295,62.361666666666665,4150.0,863609060719360_cleaned.csv
120.25243980979397,14460.649280208121,102.68222221536294,8850.0,863609060719360_cleaned.csv
78.24751392168156,6122.6734349237495,39.27590490457739,3430.0,863609060719360_cleaned.csv
73.92385555260873,5464.73641976296,38.35826727007586,1800.0,863609060719360_cleaned.csv
48.988950276243095,2399.9172491682184,17.24138888888889,1350.0,863609060719360_cleaned.csv
122.01088258570879,14886.655469343616,42.941052287803615,3420.0,863609060719360_cleaned.csv
108.90946786454734,11861.27219053887,43.775555555555556,2810.0,863609060719360_cleaned.csv
130.58661026305336,17052.862779994593,41.53379687533224,3420.0,863609060719360_cleaned.csv
65.42996987951807,4281.080958434642,24.136388888888888,1060.0,863609060719360_cleaned.csv
